NDB_No,Shrt_Desc,Main food description,Food code,FoodCategory
19411,"POTATO CHIPS,PLAIN,SALTED","Potato chips, plain",71200100,Vegetables
19411,"POTATO CHIPS,PLAIN,SALTED","Potato chips, ruffled, plain",71200200,Vegetables
19415,"SNACKS,POTATO STKS","Potato sticks, plain",71205020,Vegetables
19434,"CHEESE PUFFS & TWISTS,CORN BSD,BKD,LOFAT","Cheese flavored corn snacks, reduced fat",54401065,Grain Products
19435,"SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT","Cereal or granola bar, nonfat",53712210,Grain Products
19438,"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES","Cookie, marshmallow, with rice cereal, no bake",53226500,Grain Products
19438,"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES","Cookie, marshmallow and peanut butter, with oat cereal, no bake",53226600,Grain Products
19438,"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES","Cookie, peanut butter with rice cereal, no bake",53234250,Grain Products
19438,"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES","Cereal or granola bar, with rice cereal",53714400,Grain Products
19441,"SNACKS,KELLOGG'S,NUTRI-GRAIN CRL BARS,FRUIT",Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),53710500,Grain Products
19441,"SNACKS,KELLOGG'S,NUTRI-GRAIN CRL BARS,FRUIT",Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),53710502,Grain Products
19524,TARO CHIPS,Taro chips,71980200,Vegetables
19814,"SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED","Pretzels, hard, plain, unsalted",54408030,Grain Products
19823,"POTATO CHIPS,WO/SALT,RED FAT","Potato chips, reduced fat, unsalted",71202100,Vegetables
19833,"TORTILLA CHIPS,LOFAT,UNSALTED","Tortilla chips, low fat, unsalted",54401170,Grain Products
19858,"CANDIES,SUGAR-COATED ALMONDS","Almonds, sugar-coated",91701020,"Sugars, Sweets"
19866,"CANDIES,SOFT FRUIT & NUT SQUARES",Soft fruit confections,91708020,"Sugars, Sweets"
19867,"ICE CREAMS,VANILLA,FAT FREE","Fat free ice cream, no sugar added, flavors other than chocolate",13160160,Milk and Milk Products
19867,"ICE CREAMS,VANILLA,FAT FREE","Fat free ice cream, flavors other than chocolate",13160400,Milk and Milk Products
19867,"ICE CREAMS,VANILLA,FAT FREE","Fat free ice cream, NS as to flavor",13160420,Milk and Milk Products
19868,"SWEETENERS,TABLETOP,SUCRALOSE,SPLENDA PACKETS","Sugar substitute, sucralose, powder",91107000,"Sugars, Sweets"
19871,"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS","Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener",13161600,Milk and Milk Products
19896,"CANDIES,REESE'S FAST BREAK,CANDY BAR",Reese's Fast Break,91734400,"Sugars, Sweets"
19898,"ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA","Ice cream, no sugar added, NS as to flavor",13110310,Milk and Milk Products
19898,"ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA","Ice cream, no sugar added, flavors other than chocolate",13110320,Milk and Milk Products
19899,"ICE CREAMS,REG,LO CARBOHYDRATE,CHOC","Ice cream, no sugar added, chocolate",13110330,Milk and Milk Products
19910,"CANDIES,CRISPY BAR W/ PNUT BUTTER FILLING",Reese's Crispy Crunchy Bar,91734450,"Sugars, Sweets"
19912,"Sweetener, syrup, agave",Agave liquid sweetener,91302020,"Sugars, Sweets"
19913,"Candies, NESTLE, BUTTERFINGER Crisp",Butterfinger Crisp,91718110,"Sugars, Sweets"
19914,"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP",3 Musketeers Truffle Crisp Bar,91726425,"Sugars, Sweets"
19916,"SYRUPS,CHOC,HERSHEY'S SUGAR FREE,GENUINE CHOC FLAV,LITE SYRU","Chocolate syrup, thin type, sugar free",91301082,"Sugars, Sweets"
19917,"CANDIES,M&M MARS PRETZEL CHOC CANDIES",M&M's Pretzel Chocolate Candies,91746200,"Sugars, Sweets"
19918,"SWEETENER,HERBAL EXTRACT PDR FROM STEVIA LEAF","Sugar substitute, stevia, powder",91108000,"Sugars, Sweets"
19918,"SWEETENER,HERBAL EXTRACT PDR FROM STEVIA LEAF","Sugar substitute, monk fruit, powder",91108020,"Sugars, Sweets"
19919,"CANDIES,FRUIT SNACKS,W/ HI VIT C","Fruit snacks candy, with high vitamin C",91708100,"Sugars, Sweets"
20033,"OAT BRAN,RAW","Oat bran, uncooked",57602500,Grain Products
20077,"WHEAT BRAN,CRUDE","Wheat bran, unprocessed",57601100,Grain Products
20118,"NOODLES,FLAT,CRUNCHY,CHINESE RESTAURANT","Crackers, wonton",54336100,Grain Products
20118,"NOODLES,FLAT,CRUNCHY,CHINESE RESTAURANT","Noodles, chow mein",56116000,Grain Products
21003,"FAST FOODS,BISCUIT,W/EGG&BACON",Egg and bacon on biscuit,32202090,Eggs
21004,"FAST FOODS,BISCUIT,W/EGG&HAM",Egg and ham on biscuit,32202110,Eggs
21005,"BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE",Egg and sausage on biscuit,32202060,Eggs
21007,"FAST FOODS,BISCUIT,W/EGG,CHS,&BACON","Egg, cheese, and bacon on biscuit",32202070,Eggs
21008,"FAST FOODS,BISCUIT,W/HAM",Ham on biscuit,27520250,"Meat, Poultry, Fish, and Mixtures"
21009,"FAST FOODS,BISCUIT,W/SAUSAGE",Sausage on biscuit,27560650,"Meat, Poultry, Fish, and Mixtures"
21012,"FAST FOODS,CROISSANT,W/EGG,CHS,&BACON","Croissant sandwich with bacon, egg, and cheese",58127350,Grain Products
21013,"FAST FOODS,CROISSANT,W/EGG,CHS,&HAM","Croissant sandwich with ham, egg, and cheese",58127310,Grain Products
21014,"FAST FOODS,CROISSANT,W/EGG,CHS,&SAUSAGE","Croissant sandwich with sausage, egg, and cheese",58127330,Grain Products
21018,"FAST FOODS,EGG,SCRAMBLED","Egg omelet or scrambled egg, from fast food / restaurant",32130080,Eggs
21020,"FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE",Sausage and cheese on English muffin,27560670,"Meat, Poultry, Fish, and Mixtures"
21021,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON","Egg, cheese, and ham on English muffin",32202010,Eggs
21021,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON","Egg, cheese, and bacon on English muffin",32202080,Eggs
21022,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE","Egg, cheese, and sausage on English muffin",32202030,Eggs
21024,"FAST FOODS,FRENCH TOAST STKS","French toast sticks, plain, from fast food / restaurant",55301040,Grain Products
21024,"FAST FOODS,FRENCH TOAST STKS","French toast sticks, plain",55301050,Grain Products
21026,"FAST FOODS,POTATOES,HASH BROWNS,RND PIECES OR PATTY","Potato, hash brown, from fast food",71404010,Vegetables
21026,"FAST FOODS,POTATOES,HASH BROWNS,RND PIECES OR PATTY","Potato, hash brown, from restaurant",71404030,Vegetables
21028,"FAST FOODS,VANILLA,LT,SOFT-SERVE ICE CRM,W/ CONE","Light ice cream, soft serve cone, flavors other than chocolate",13130620,Milk and Milk Products
21028,"FAST FOODS,VANILLA,LT,SOFT-SERVE ICE CRM,W/ CONE","Light ice cream, soft serve cone, NS as to flavor",13130640,Milk and Milk Products
21061,"FAST FOODS,BURRITO,W/BNS&CHS","Burrito with beans, meatless, from fast food",58100325,Grain Products
21064,"FAST FOODS,BURRITO,W/BNS,CHS,&BF","Burrito with meat and beans, from fast food",58100125,Grain Products
21078,"FAST FOODS,NACHOS,W/CHS",Nachos with cheese,58104120,Grain Products
21082,"FAST FOODS,TACO W/ BF,CHS & LETTUCE,HARD SHELL","Taco or tostada with meat, from fast food",58101323,Grain Products
21089,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY; PLN","Cheeseburger, 1 small patty, plain, on bun, from fast food / restaurant",27510160,"Meat, Poultry, Fish, and Mixtures"
21090,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT","Cheeseburger, 1 small patty, with condiments, on bun, from fast food / restaurant",27510165,"Meat, Poultry, Fish, and Mixtures"
21090,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT","Cheeseburger, 1 small patty, with condiments, on bun, from fast food / restaurant (Burger King Cheeseburger)",27510170,"Meat, Poultry, Fish, and Mixtures"
21090,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT","Cheeseburger, 1 small patty, with condiments, on bun, from fast food / restaurant (McDonald's Cheeseburger)",27510172,"Meat, Poultry, Fish, and Mixtures"
21090,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT","Cheeseburger, 1 small patty, with condiments, on bun, from fast food / restaurant (Wendy's Kid's Cheeseburger)",27510173,"Meat, Poultry, Fish, and Mixtures"
21090,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT","Cheeseburger, 1 small patty, with condiments, on bun, from fast food / restaurant (Wendy's Jr. Cheeseburger)",27510174,"Meat, Poultry, Fish, and Mixtures"
21094,"FAST FOODS,CHEESEBURGER,DOUBLE,REG PATTY & BUN,W/ CONDMNT","Double cheeseburger, 2 medium patties, with condiments, on bun, from fast food / restaurant",27510406,"Meat, Poultry, Fish, and Mixtures"
21094,"FAST FOODS,CHEESEBURGER,DOUBLE,REG PATTY & BUN,W/ CONDMNT","Double cheeseburger, 2 medium patties, with condiments, on bun, from fast food / restaurant (McDonald's Double Quarter Pounder with Cheese)",27510412,"Meat, Poultry, Fish, and Mixtures"
21094,"FAST FOODS,CHEESEBURGER,DOUBLE,REG PATTY & BUN,W/ CONDMNT","Double cheeseburger, 2 medium patties, with condiments, on bun, from fast food / restaurant (Wendy's 1/2 lb Double with cheese)",27510413,"Meat, Poultry, Fish, and Mixtures"
21096,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN","Cheeseburger, 1 medium patty, plain, on bun, from fast food / restaurant",27510215,"Meat, Poultry, Fish, and Mixtures"
21102,"FAST FOODS,CHICK FILLET SNDWCH,PLN","Chicken fillet, breaded, fried, sandwich",27540140,"Meat, Poultry, Fish, and Mixtures"
21105,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU","Fish sandwich, on bun, with spread",27550000,"Meat, Poultry, Fish, and Mixtures"
21106,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU&CHS","Fish sandwich, on bun, with cheese and spread",27550100,"Meat, Poultry, Fish, and Mixtures"
21107,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN","Hamburger, 1 small patty, plain, on bun, from fast food / restaurant",27510531,"Meat, Poultry, Fish, and Mixtures"
21107,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN","Hamburger, 1 medium patty, plain, on bun, from fast food / restaurant",27510601,"Meat, Poultry, Fish, and Mixtures"
21108,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT","Hamburger, 1 small patty, with condiments, on bun, from fast food / restaurant",27510536,"Meat, Poultry, Fish, and Mixtures"
21108,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT","Hamburger, 1 small patty, with condiments, on bun, from fast food / restaurant (Burger King Hamburger)",27510551,"Meat, Poultry, Fish, and Mixtures"
21108,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT","Hamburger, 1 small patty, with condiments, on bun, from fast food / restaurant (McDonald's Hamburger)",27510553,"Meat, Poultry, Fish, and Mixtures"
21108,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT","Hamburger, 1 small patty, with condiments, on bun, from fast food / restaurant (Wendy's Jr. Hamburger)",27510555,"Meat, Poultry, Fish, and Mixtures"
21124,"FAST FOODS,SUBMARINE SNDWCH,COLD CUT BRD W/ LETTUCE & TOMATO","Cold cut sumarine sandwich, with cheese, lettuce, tomato and spread",27560910,"Meat, Poultry, Fish, and Mixtures"
21126,"FAST FOODS,SUBMARINE SNDWCH,TUNA BREAD W/ LETTUCE & TOMATO","Tuna salad submarine sandwich, with lettuce and tomato",27550750,"Meat, Poultry, Fish, and Mixtures"
21126,"FAST FOODS,SUBMARINE SNDWCH,TUNA BREAD W/ LETTUCE & TOMATO","Tuna salad submarine sandwich, with cheese, lettuce and tomato",27550751,"Meat, Poultry, Fish, and Mixtures"
21129,"FAST FOODS,HUSH PUPPIES",Hush puppy,52209010,Grain Products
21130,"FAST FOODS,ONION RINGS,BREADED&FRIED","Onion rings, from frozen, batter-dipped, baked or fried",75415022,Vegetables
21138,"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL","Potato, french fries, fast food",71401030,Vegetables
21139,"FAST FOODS,POTATO,MASHED","Potato, mashed, from fast food",71501005,Vegetables
21142,"FAST FD,BISCUIT","Biscuit, baking powder or buttermilk type, commercially baked",52103000,Grain Products
21202,"FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT","Hamburger, 1 medium patty, with condiments, on bun, from fast food / restaurant",27510606,"Meat, Poultry, Fish, and Mixtures"
21225,"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD","Pizza, cheese, from frozen, thick crust",58106205,Grain Products
21226,"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD","Pizza with meat and vegetables, from frozen, thin crust",58106700,Grain Products
21226,"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD","Pizza with meat and vegetables, from frozen, medium crust",58106702,Grain Products
21227,"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD","Pizza with meat and vegetables, from frozen, thick crust",58106705,Grain Products
21229,"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN","Chicken nuggets, from fast food",24198731,"Meat, Poultry, Fish, and Mixtures"
21229,"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN","Chicken nuggets, from restaurant",24198732,"Meat, Poultry, Fish, and Mixtures"
21230,"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETTUCE & MAYO","Chicken fillet, breaded, fried, sandwich with lettuce, tomato and spread",27540150,"Meat, Poultry, Fish, and Mixtures"
21230,"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETTUCE & MAYO","Chicken patty sandwich, with lettuce and spread",27540190,"Meat, Poultry, Fish, and Mixtures"
21299,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,REG CRUST","Pizza, cheese, from restaurant or fast food, NS as to type of crust",58106210,Grain Products
21299,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,REG CRUST","Pizza, cheese, from restaurant or fast food, medium crust",58106225,Grain Products
21300,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST","Pizza, cheese, from restaurant or fast food, thick crust",58106230,Grain Products
21301,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST","Pizza, cheese, from restaurant or fast food, thin crust",58106220,Grain Products
21302,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST","Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",58106540,Grain Products
21302,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST","Pizza with pepperoni, from restaurant or fast food,  medium crust",58106555,Grain Products
21303,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST","Pizza with pepperoni, from restaurant or fast food, thick crust",58106560,Grain Products
21304,"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST","Pizza with meat and vegetables, from restaurant or fast food, medium crust",58106725,Grain Products
21305,"FAST FOODS,GRIDDLE CAKE SNDWCH,EGG,CHS,& SAUSAGE","Egg, cheese, and sausage griddle cake sandwich",32202055,Eggs
21306,"FAST FOODS,GRIDDLE CAKE SNDWCH,SAUSAGE",Sausage griddle cake sandwich,27560660,"Meat, Poultry, Fish, and Mixtures"
21307,"FAST FOODS,GRIDDLE CAKE SNDWCH,EGG,CHS,& BACON","Egg, cheese, and bacon griddle cake sandwich",32202075,Eggs
21389,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO","Double hamburger, 2 medium patties, with condiments, on bun, from fast food / restaurant",27510676,"Meat, Poultry, Fish, and Mixtures"
21389,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO","Double hamburger, 2 medium patties, with condiments, on bun, from fast food / restaurant (Burger King Double WHOPPER)",27510681,"Meat, Poultry, Fish, and Mixtures"
21389,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO","Double hamburger, 2 medium patties, with condiments, on bun, from fast food / restaurant (Wendy's 1/2 lb Double)",27510682,"Meat, Poultry, Fish, and Mixtures"
21390,"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO","Hamburger, 1 medium patty, with condiments, on bun, from fast food / restaurant (Burger King WHOPPER)",27510615,"Meat, Poultry, Fish, and Mixtures"
21390,"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO","Hamburger, 1 medium patty, with condiments, on bun, from fast food / restaurant (Wendy's 1/4 lb Single )",27510616,"Meat, Poultry, Fish, and Mixtures"
21395,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT","Double cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant",27510376,"Meat, Poultry, Fish, and Mixtures"
21395,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT","Double cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant (Burger King Double Cheeseburger)",27510386,"Meat, Poultry, Fish, and Mixtures"
21395,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT","Double cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant (McDonald's Double Cheeseburger)",27510387,"Meat, Poultry, Fish, and Mixtures"
21395,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT","Double cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant (McDonald's McDouble)",27510388,"Meat, Poultry, Fish, and Mixtures"
21395,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT","Double cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant (Wendy's Double Stack)",27510391,"Meat, Poultry, Fish, and Mixtures"
21397,"FAST FOODS,CHESEBRGER; SING,LRG PATY; W/ CONDMNT,VEG & MAYO","Cheeseburger, 1 medium patty, with condiments, on bun, from fast food / restaurant (Burger King WHOPPER with cheese)",27510231,"Meat, Poultry, Fish, and Mixtures"
21397,"FAST FOODS,CHESEBRGER; SING,LRG PATY; W/ CONDMNT,VEG & MAYO","Cheeseburger, 1 medium patty, with condiments, on bun, from fast food / restaurant (Wendy's 1/4 lb Single with cheese)",27510233,"Meat, Poultry, Fish, and Mixtures"
21398,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT","Cheeseburger, 1 medium patty, with condiments, on bun, from fast food / restaurant",27510225,"Meat, Poultry, Fish, and Mixtures"
21398,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT","Cheeseburger, 1 medium patty, with condiments, on bun, from fast food / restaurant (McDonald's Quarter Pounder with cheese)",27510232,"Meat, Poultry, Fish, and Mixtures"
21400,"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU","Double cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant (McDonald's Big Mac)",27510389,"Meat, Poultry, Fish, and Mixtures"
21401,"FAST FOODS,CHICK TENDERS","Chicken tenders or strips, breaded, from fast food",24198741,"Meat, Poultry, Fish, and Mixtures"
21410,"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT","Egg, cheese and sausage on bagel",32202120,Eggs
21411,"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT","Egg, cheese, and steak on bagel",32202045,Eggs
21461,"GRILLED CHICK,BACON & TOMO CLB SNDWCH,W/ CHS,LETTUCE,& MAYO","Bacon, chicken, and tomato club sandwich, with cheese, lettuce and spread",27520135,"Meat, Poultry, Fish, and Mixtures"
21461,"GRILLED CHICK,BACON & TOMO CLB SNDWCH,W/ CHS,LETTUCE,& MAYO","Chicken, bacon, and tomato club sandwich, with lettuce and spread",27540285,"Meat, Poultry, Fish, and Mixtures"
21462,"CRISPY CHICK,BACON,& TOMATO CLUB SNDWCH,W/ CHS,LETUCE,& MAYO","Bacon, breaded fried chicken fillet, and tomato club sandwich with cheese, lettuce and spread",27520166,"Meat, Poultry, Fish, and Mixtures"
21482,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THICK CRUST","Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",58106630,Grain Products
21483,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THIN CRUST","Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",58106620,Grain Products
21484,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,REG CRUST","Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",58106610,Grain Products
21484,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,REG CRUST","Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",58106625,Grain Products
21485,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THIN CRUST","Pizza with pepperoni, from restaurant or fast food, thin crust",58106550,Grain Products
21486,"FAST FOODS,TACO W/ BF,CHS & LETTUCE,SOFT","Soft taco with meat, from fast food",58101347,Grain Products
21487,"FAST FOODS,TACO W/ CHICK,LETTUCE & CHS,SOFT","Soft taco with chicken, from fast food",58101457,Grain Products
21488,"FAST FOODS,QUESADILLA,W/ CHICK","Quesadilla with chicken, from fast food",58104745,Grain Products
21490,"FAST FDS,GRILLED CHICK FILET SNDWCH,W/ LETTUCE,TOMATO & SPRD","Chicken fillet, broiled, sandwich with lettuce, tomato, and spread",27540235,"Meat, Poultry, Fish, and Mixtures"
21490,"FAST FDS,GRILLED CHICK FILET SNDWCH,W/ LETTUCE,TOMATO & SPRD","Chicken fillet, broiled, sandwich, with lettuce, tomato, and non-mayonnaise type spread",27540270,"Meat, Poultry, Fish, and Mixtures"
21505,"PIZZA,CHS TOPPING,THIN CRUST,FRZ,CKD","Pizza, cheese, from frozen, thin crust",58106200,Grain Products
21511,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,STUFFED CRUST","Pizza, cheese, stuffed crust",58106233,Grain Products
22247,"MACARONI & CHS,CND ENTREE","Macaroni or noodles with cheese, canned",58145113,Grain Products
22535,"HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ","Turnover, chicken- or turkey-, and cheese-filled, no gravy",58126270,Grain Products
22537,"HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ","Turnover, meat- and cheese-filled, no gravy",58126130,Grain Products
22899,"RAVIOLI,CHEESE-FILLED,CND","Ravioli, cheese-filled, with tomato sauce, canned",58131523,Grain Products
22900,"RAVIOLI,MEAT-FILLED,W/ TOMATO SAU OR MEAT SAU,CND","Lasagna with meat, canned",58130013,Grain Products
22900,"RAVIOLI,MEAT-FILLED,W/ TOMATO SAU OR MEAT SAU,CND","Ravioli, meat-filled, with tomato sauce or meat sauce, canned",58131323,Grain Products
22901,"TORTELLINI,PASTA W/ CHS FILLING,FRESH-REFRIGERATED","Tortellini, cheese-filled, no sauce",58134680,Grain Products
22904,"CHILI CON CARNE W/BNS,CND ENTREE","Chili con carne with beans, canned",27111407,"Meat, Poultry, Fish, and Mixtures"
22906,"CHICKEN POT PIE,FRZ ENTREE,PREP",Chicken or turkey pot pie,27347100,"Meat, Poultry, Fish, and Mixtures"
22906,"CHICKEN POT PIE,FRZ ENTREE,PREP","Meat pie, NFS",27360050,"Meat, Poultry, Fish, and Mixtures"
22908,"BEEF,CORNED BF HASH,W/ POTATO,CND",Corned beef hash,27211400,"Meat, Poultry, Fish, and Mixtures"
22908,"BEEF,CORNED BF HASH,W/ POTATO,CND",Corned beef patty,27214500,"Meat, Poultry, Fish, and Mixtures"
22908,"BEEF,CORNED BF HASH,W/ POTATO,CND","Hash, NS as to type of meat",27260110,"Meat, Poultry, Fish, and Mixtures"
22910,"LASAGNA,CHS,FRZ,PREP","Lasagna, meatless",58130310,Grain Products
22911,"CHILI,NO BNS,CND ENTREE",Chili con carne without beans,27111420,"Meat, Poultry, Fish, and Mixtures"
22916,"LASAGNA W/ MEAT & SAU,FRZ ENTREE",Lasagna with meat,58130011,Grain Products
22916,"LASAGNA W/ MEAT & SAU,FRZ ENTREE","Lasagna with meat, frozen",58130016,Grain Products
22957,"TKY,STUFFING,MSHD POTATO W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE","Turkey with gravy, dressing, potatoes, vegetable, frozen meal",28145210,"Meat, Poultry, Fish, and Mixtures"
22958,"RICE BOWL W/ CHICK,FRZ ENTREE,PREP","Teriyaki chicken with rice and vegetable, diet frozen meal",28141201,"Meat, Poultry, Fish, and Mixtures"
22961,"HOT POCKETS,MEATBALLS & MOZZARELLA STUFFED SNDWCH,FRZ","Turnover, meat- and cheese-filled, tomato-based sauce",58126150,Grain Products
22962,"LEAN POCKETS,HAM N CHEDDAR","Turnover, meat- and cheese-filled, lower in fat",58126290,Grain Products
22962,"LEAN POCKETS,HAM N CHEDDAR","Turnover, filled with egg, meat, and cheese, lower in fat",58126410,Grain Products
22971,POTATO SALAD W/ EGG,"Potato salad with egg, made with mayonnaise",71601010,Vegetables
22973,"CORN DOGS,FRZ,PREP","Corn dog, frankfurter or hot dog with cornbread coating",27560300,"Meat, Poultry, Fish, and Mixtures"
22974,"CHICKEN,NUGGETS,DK & WHITE MEAT,PRECKD,FRZ,NOT REHTD","Chicken nuggets, from frozen",24198736,"Meat, Poultry, Fish, and Mixtures"
22976,"RAVIOLI,CHS W/ TOMATO SAU,FRZ,NOT PREP,INCL REG & LT ENTREES","Ravioli, cheese-filled, with tomato sauce",58131520,Grain Products
22978,"CHICKEN TENDERS,BREADED,FRZ,PREP","Chicken fillet, breaded",24198677,"Meat, Poultry, Fish, and Mixtures"
22978,"CHICKEN TENDERS,BREADED,FRZ,PREP","Chicken tenders or strips, breaded, from frozen",24198746,"Meat, Poultry, Fish, and Mixtures"
25003,"SNACKS,CANDY ROLLS,YOGURT-COVERED,FRUIT FLAV W/ HI VIT C","Yogurt covered fruit snacks candy rolls, with high vitamin C",91708160,"Sugars, Sweets"
25013,"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,ORIGINAL FLAVOR",Multigrain chips (Sun Chips),54420210,Grain Products
25013,"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,ORIGINAL FLAVOR",Cracker chips,54440020,Grain Products
25015,"FORMBAR,MARSSNACK,SNICKERS MARATHONPROTPERFBAR,CARMELNUTRUSH",Nutrition bar (Snickers Marathon Protein Bar),53720500,Grain Products
25017,"FORMULATED BAR,POWER BAR,CHOC",Nutrition bar (PowerBar),53720300,Grain Products
25020,"FORMULATED BAR,SLIM-FAST OPTIMA MEAL BAR,MILK CHOC PNUT",Nutrition bar (Slim Fast Original Meal Bar),53720400,Grain Products
