NDB_No,Shrt_Desc,Main food description,Food code,FoodCategory
08595,"CEREALS RTE,GENERAL MILLS CINN CHEX",Cereal (General Mills Chex Cinnamon),57124050,Grain Products
08596,"CEREALS RTE,GENERAL MILLS,FIBER ONE,CARAMEL DELIGHT",Cereal (General Mills Fiber One Caramel Delight),57206705,Grain Products
08598,"CEREALS RTE,GENERAL MILLS,FIBER ONE,HONEY CLUSTERS",Cereal (General Mills Fiber One Honey Clusters),57206710,Grain Products
08599,"CEREALS RTE,GENERAL MILLS,FIBER ONE,RAISIN BRAN CLUSTERS",Cereal (General Mills Fiber One Raisin Bran Clusters),57206715,Grain Products
08602,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K,CINN PECAN",Cereal (Kellogg's Special K Cinnamon Pecan),57344025,Grain Products
08603,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K BLUEBERRY",Cereal (Kellogg's Special K Blueberry),57344001,Grain Products
08610,"CEREALS RTE,KASHI HONEY SUNSHINE",Cereal (Kashi Honey Sunshine Squares),57301540,Grain Products
08633,"CEREALS RTE,POST,HONEY BUNCHES OF OATS W/ VANILLA BUNCHES",Cereal (Post Honey Bunches of Oats with Vanilla Bunches),57237200,Grain Products
08635,"CEREALS RTE,GENERAL MILLS,COCOA PUFFS,25% RED SUGAR",Cereal (General Mills 25% Less Sugar Cocoa Puffs),57128005,Grain Products
08637,"CEREALS RTE,GENERAL MILLS,OAT CLUSTER CHEERIOS CRUNCH",Cereal (General Mills Cheerios Oat Cluster Crunch),57316380,Grain Products
08643,"CEREALS RTE,GENERAL MILLS,HONEY KIX",Cereal (General Mills Honey Kix),57303105,Grain Products
08655,"CEREALS RTE,POST,HONEY BUNCHES OF OATS,PECAN BUNCHES",Cereal (Post Honey Bunches of Oats wth Pecan Bunches),57237310,Grain Products
08656,"CEREALS RTE,NATURE'S PATH,ORGANIC FLAX PLUS FLAKES",Cereal (Nature's Path Organic Flax Plus),57321900,Grain Products
08657,"CEREALS RTE,BARBARA'S PUFFINS,ORIGINAL",Cereal (Barbara's Puffins),57326000,Grain Products
09003,"APPLES,RAW,WITH SKIN","Apple, raw",63101000,Fruits
09003,"APPLES,RAW,WITH SKIN","Apple, baked, unsweetened",63101320,Fruits
09008,"APPLES,CND,SWTND,SLICED,DRND,HTD","Apple, cooked or canned, with syrup",63101210,Fruits
09011,"APPLES,DRIED,SULFURED,UNCKD","Apple, dried, uncooked",62101100,Fruits
09012,"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR","Apple, dried, cooked, unsweetened",62101220,Fruits
09016,"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",Apple cider,64101010,Fruits
09019,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)","Applesauce, stewed apples, unsweetened",63101120,Fruits
09019,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)","Applesauce, stewed apples, sweetened with low calorie sweetener",63101140,Fruits
09020,"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)","Applesauce, stewed apples, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63101110,Fruits
09020,"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)","Applesauce, stewed apples, with sugar",63101130,Fruits
09020,"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)",Applesauce with other fruits,63101150,Fruits
09021,"APRICOTS,RAW","Apricot, raw",63103010,Fruits
09022,"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS","Apricot, cooked or canned, unsweetened, water pack",63103120,Fruits
09024,"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS","Apricot, cooked or canned, juice pack",63103170,Fruits
09026,"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS","Apricot, cooked or canned, in light syrup",63103140,Fruits
09027,"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS","Apricot, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63103110,Fruits
09027,"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS","Apricot, cooked or canned, in heavy syrup",63103130,Fruits
09032,"APRICOTS,DRIED,SULFURED,UNCKD","Apricot, dried, uncooked",62104100,Fruits
09033,"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR","Apricot, dried, cooked, unsweetened",62104220,Fruits
09036,"APRICOT NECTAR,CND,WO/ VIT C",Apricot nectar,64201010,Fruits
09037,"AVOCADOS,RAW,ALL COMM VAR","Avocado, raw",63105010,Fruits
09040,"BANANAS,RAW","Banana, raw",63107010,Fruits
09040,"BANANAS,RAW","Banana, white, Guineo blanco maduro",63107050,Fruits
09040,"BANANAS,RAW","Banana, Chinese, raw",63107070,Fruits
09040,"BANANAS,RAW","Banana, red, Guineo morado",63107080,Fruits
09040,"BANANAS,RAW","Banana, ripe, boiled",63107310,Fruits
09041,"BANANAS,DEHYD,OR BANANA PDR","Banana flakes, dehydrated",62107100,Fruits
09042,"BLACKBERRIES,RAW","Blackberries, raw",63201010,Fruits
09042,"BLACKBERRIES,RAW","Boysenberries, raw",63205010,Fruits
09042,"BLACKBERRIES,RAW","Dewberries, raw",63208000,Fruits
09042,"BLACKBERRIES,RAW","Youngberries, raw",63224000,Fruits
09043,"BLACKBERRY JUC,CND","Blackberry juice, 100%",64104600,Fruits
09043,"BLACKBERRY JUC,CND","Strawberry juice, 100%",64132500,Fruits
09044,"CHERRIES,TART,DRIED,SWTND","Cherries, dried",62106000,Fruits
09046,"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS","Blackberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63201110,Fruits
09046,"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS","Blackberries, cooked or canned, in heavy syrup",63201130,Fruits
09048,"BLACKBERRIES,FRZ,UNSWTND","Blackberries, frozen",63201600,Fruits
09050,"BLUEBERRIES,RAW","Juneberry, raw",63126010,Fruits
09050,"BLUEBERRIES,RAW","Blueberries, raw",63203010,Fruits
09050,"BLUEBERRIES,RAW","Huckleberries, raw",63214000,Fruits
09052,"BLUEBERRIES,CND,HVY SYRUP,SOL&LIQUIDS","Blueberries, cooked or canned, in heavy syrup",63203130,Fruits
09054,"BLUEBERRIES,FRZ,UNSWTND","Berries, frozen, NFS",63200200,Fruits
09054,"BLUEBERRIES,FRZ,UNSWTND","Blueberries, frozen, NS as to sweetened or unsweetened",63203570,Fruits
09054,"BLUEBERRIES,FRZ,UNSWTND","Blueberries, frozen, unsweetened",63203600,Fruits
09055,"BLUEBERRIES,FRZ,SWTND","Blueberries, frozen, sweetened",63203550,Fruits
09057,"BOYSENBERRIES,FRZ,UNSWTND","Boysenberries, frozen",63205600,Fruits
09060,"CARAMBOLA,(STARFRUIT),RAW","Starfruit, raw",63109700,Fruits
09063,"CHERRIES,SOUR,RED,RAW","Cherries, sour, red, raw",63113010,Fruits
09064,"CHERRIES,SOUR,RED,CND,H2O PK,SOL&LIQUIDS (INCL USDA CMDTY)","Cherries, sour, red, cooked, unsweetened",63113110,Fruits
09068,"CHERRIES,SOUR,RED,FRZ,UNSWTND","Cherries, frozen",63115200,Fruits
09070,"CHERRIES,SWEET,RAW","Cherries, sweet, raw",63115010,Fruits
09071,"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS","Cherries, sweet, cooked, unsweetened, water pack",63115120,Fruits
09072,"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS","Cherries, sweet, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63115110,Fruits
09072,"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS","Cherries, sweet, cooked or canned, juice pack",63115170,Fruits
09073,"CHERRIES,SWT,CND,LT SYRUP PK,SOL&LIQUIDS","Cherries, sweet, cooked or canned, in light syrup",63115140,Fruits
09074,"CHERRIES,SWT,CND,PITTED,HVY SYRUP PK,SOL & LIQUIDS","Cherries, sweet, cooked or canned, in heavy syrup",63115130,Fruits
09078,"CRANBERRIES,RAW","Cranberries, raw",63207010,Fruits
09079,"CRANBERRIES,DRIED,SWTND","Fruit, dried, NFS, uncooked",62101000,Fruits
09079,"CRANBERRIES,DRIED,SWTND","Cranberries, dried",62109100,Fruits
09081,"CRANBERRY SAU,CND,SWTND","Cranberries, NS as to raw, cooked, or canned",63207000,Fruits
09081,"CRANBERRY SAU,CND,SWTND","Cranberries, cooked or canned",63207110,Fruits
09084,"CURRANTS,RED&WHITE,RAW","Currants, raw",63117010,Fruits
09085,"CURRANTS,ZANTE,DRIED","Currants, dried",62108100,Fruits
09087,"DATES,DEGLET NOOR",Date,62110100,Fruits
09089,"FIGS,RAW","Fig, raw",63119010,Fruits
09090,"FIGS,CND,H2O PK,SOL&LIQUIDS","Fig, cooked or canned, unsweetened, water pack",63119120,Fruits
09091,"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS","Figs, cooked or canned, in light syrup",63119140,Fruits
09092,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS","Fig, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63119110,Fruits
09092,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS","Fig, cooked or canned, in heavy syrup",63119130,Fruits
09094,"FIGS,DRIED,UNCOOKED","Fig, dried, uncooked",62113100,Fruits
09095,"FIGS,DRIED,STEWED","Fig, dried, cooked, unsweetened",62113220,Fruits
09096,"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS","Fruit cocktail, cooked or canned, unsweetened, water pack",63311120,Fruits
09097,"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS","Fruit cocktail, cooked or canned, juice pack",63311170,Fruits
09099,"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS","Fruit cocktail, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63311110,Fruits
09099,"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS","Fruit cocktail, cooked or canned, in light syrup",63311140,Fruits
09099,"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS","Tropical fruit cocktail, cooked or canned, in light syrup",63311145,Fruits
09100,"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS","Fruit cocktail, cooked or canned, in heavy syrup",63311130,Fruits
09111,"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS","Grapefruit, raw",61101010,Fruits
09119,"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS","Grapefruit, canned or frozen, unsweetened, water pack",61101220,Fruits
09120,"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS","Grapefruit, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",61101200,Fruits
09121,"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS","Grapefruit, canned or frozen, in light syrup",61101230,Fruits
09123,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND","Grapefruit juice, 100%, NS as to form",61201020,Fruits
09123,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND","Grapefruit juice, 100%, canned, bottled or in a carton",61201220,Fruits
09128,"GRAPEFRUIT JUC,WHITE,RAW","Grapefruit juice, 100%, freshly squeezed",61201010,Fruits
09130,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C","Grape juice, 100%",64116020,Fruits
09131,"GRAPES,AMERICAN TYPE (SLIP SKN),RAW","Grapes, American type, slip skin, raw",63123020,Fruits
09132,"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW","Grapes, raw, NS as to type",63123000,Fruits
09132,"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW","Grapes, European type, adherent skin, raw",63123010,Fruits
09133,"GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS","Grapes, seedless, cooked or canned, unsweetened, water pack",63123120,Fruits
09134,"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS","Grapes, seedless, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63123110,Fruits
09134,"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS","Grapes, seedless, cooked or canned, in heavy syrup",63123130,Fruits
09139,"GUAVAS,COMMON,RAW","Guava, raw",63125010,Fruits
09148,"KIWIFRUIT,GRN,RAW","Kiwi fruit, raw",63126500,Fruits
09149,"KUMQUATS,RAW","Kumquat, raw",61110010,Fruits
09150,"LEMONS,RAW,WITHOUT PEEL","Lemon, raw",61113010,Fruits
09152,"LEMON JUICE,RAW","Lemon juice, 100%, NS as to form",61204000,Fruits
09152,"LEMON JUICE,RAW","Lemon juice, 100%, freshly squeezed",61204010,Fruits
09153,"LEMON JUC,CND OR BTLD","Lemon juice, 100%, canned or bottled",61204200,Fruits
09159,"LIMES,RAW","Lime, raw",61116010,Fruits
09160,"LIME JUICE,RAW","Lime juice, 100%, NS as to form",61207000,Fruits
09160,"LIME JUICE,RAW","Lime juice, 100%, freshly squeezed",61207010,Fruits
09161,"LIME JUC,CND OR BTLD,UNSWTND","Lime juice, 100%, canned or bottled",61207200,Fruits
09163,"BLUEBERRIES,DRIED,SWTND","Blueberries, dried",62105000,Fruits
09164,"LITCHIS,RAW","Lychee, raw",63126510,Fruits
09164,"LITCHIS,RAW","Longans, raw",63126700,Fruits
09165,"LITCHIS,DRIED","Lychee, dried",62114000,Fruits
09167,"LOGANBERRIES,FROZEN","Loganberries, raw",63215010,Fruits
09167,"LOGANBERRIES,FROZEN","Loganberries, frozen",63215600,Fruits
09176,"MANGOS,RAW","Mango, raw",63129010,Fruits
09176,"MANGOS,RAW","Mango, cooked",63129030,Fruits
09181,"MELONS,CANTALOUPE,RAW","Cantaloupe, raw",63109010,Fruits
09181,"MELONS,CANTALOUPE,RAW","Cantaloupe, frozen",63109610,Fruits
09183,"MELONS,CASABA,RAW","Cassaba melon, raw",63110010,Fruits
09184,"MELONS,HONEYDEW,RAW","Honeydew melon, raw",63127010,Fruits
09184,"MELONS,HONEYDEW,RAW","Honeydew, frozen",63127610,Fruits
09190,"MULBERRIES,RAW","Mulberries, raw",63217010,Fruits
09191,"NECTARINES,RAW","Nectarine, raw",63131010,Fruits
09195,"OLIVES,PICKLED,CND OR BTLD,GRN","Olives, green",75510010,Vegetables
09200,"ORANGES,RAW,ALL COMM VAR","Orange, raw",61119010,Fruits
09200,"ORANGES,RAW,ALL COMM VAR","Tangelo, raw",61125000,Fruits
09206,"ORANGE JUICE,RAW","Orange juice, 100%,  freshly squeezed",61210010,Fruits
09209,"ORANGE JUC,CHILLED,INCL FROM CONC","Orange juice, 100%, canned, bottled or in a carton",61210220,Fruits
09211,"ORANGE JUC,CHILLED,INCL FROM CONC,W/ ADDED CA","Fruit juice blend, citrus, 100% juice, with calcium added",61213900,Fruits
09214,"ORANGE JUC,FRZ CONC,UNSWTND,UNDIL","Orange juice, 100%, frozen, not reconstituted",61210720,Fruits
09218,"TANGERINES,(MANDARIN ORANGES),RAW","Calamondin, raw",61100500,Fruits
09218,"TANGERINES,(MANDARIN ORANGES),RAW","Tangerine, raw",61125010,Fruits
09219,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK","Orange, mandarin, canned or frozen, juice pack",61122320,Fruits
09220,"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK","Orange, mandarin, canned or frozen, in light syrup",61122330,Fruits
09221,"TANGERINE JUICE,RAW","Tangerine juice, 100%",61213220,Fruits
09226,"PAPAYAS,RAW","Papaya, raw",63133010,Fruits
09226,"PAPAYAS,RAW","Papaya, green, cooked",63133050,Fruits
09229,"PAPAYA NECTAR,CANNED","Papaya juice, 100%",64120010,Fruits
09229,"PAPAYA NECTAR,CANNED",Papaya nectar,64210010,Fruits
09231,"PASSION-FRUIT,(GRANADILLA),PURPLE,RAW","Passion fruit, raw",63134010,Fruits
09232,"PASSION-FRUIT JUC,PURPLE,RAW","Passion fruit juice, 100%",64121000,Fruits
09236,"PEACHES,RAW","Peach, raw",63135010,Fruits
09236,"PEACHES,RAW","Peach, frozen, unsweetened",63135620,Fruits
09237,"PEACHES,CND,H2O PK,SOL&LIQUIDS","Peach, cooked or canned, unsweetened, water pack",63135120,Fruits
09238,"PEACHES,CND,JUC PK,SOL&LIQUIDS","Peach, cooked or canned, juice pack",63135170,Fruits
09240,"PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS","Peach, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63135110,Fruits
09240,"PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS","Peach, cooked or canned, in light or medium syrup",63135140,Fruits
09241,"PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS","Peach, cooked or canned, in heavy syrup",63135130,Fruits
09243,"PEACHES,SPICED,CND,HVY SYRUP PK,SOL&LIQUIDS","Peach, spiced",63135660,Fruits
09246,"PEACHES,DRIED,SULFURED,UNCKD","Peach, dried, uncooked",62116100,Fruits
09247,"PEACHES,DRIED,SULFURED,STWD,WO/ SUGAR","Peach, dried, cooked, unsweetened",62116220,Fruits
09250,"PEACHES,FRZ,SLICED,SWTND","Peach, frozen, NS as to added sweetener",63135610,Fruits
09250,"PEACHES,FRZ,SLICED,SWTND","Peach, frozen, with sugar",63135630,Fruits
09251,"PEACH NECTAR,CND,WO/ VIT C",Peach nectar,64205010,Fruits
09252,"PEARS,RAW","Pear, raw",63137010,Fruits
09253,"PEARS,CND,H2O PK,SOL&LIQUIDS","Pear, cooked or canned, unsweetened, water pack",63137120,Fruits
09254,"PEARS,CND,JUC PK,SOL&LIQUIDS","Pear, cooked or canned, juice pack",63137170,Fruits
09256,"PEARS,CND,LT SYRUP PK,SOL&LIQUIDS","Pear, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63137110,Fruits
09256,"PEARS,CND,LT SYRUP PK,SOL&LIQUIDS","Pear, cooked or canned, in light syrup",63137140,Fruits
09257,"PEARS,CND,HVY SYRUP PK,SOL&LIQUIDS","Pear, cooked or canned, in heavy syrup",63137130,Fruits
09259,"PEARS,DRIED,SULFURED,UNCKD","Pear, dried, uncooked",62119100,Fruits
09260,"PEARS,DRIED,SULFURED,STWD,WO/ SUGAR","Pear, dried, cooked, unsweetened",62119220,Fruits
09262,"PEAR NECTAR,CND,WO/ VIT C",Pear nectar,64215010,Fruits
09263,"PERSIMMONS,JAPANESE,RAW","Persimmon, raw",63139010,Fruits
09266,"PINEAPPLE,RAW,ALL VAR","Pineapple, raw",63141010,Fruits
09267,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS","Pineapple, cooked or canned, unsweetened, waterpack",63141120,Fruits
09268,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS","Pineapple, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63141110,Fruits
09268,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS","Pineapple, cooked or canned, juice pack",63141170,Fruits
09268,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS","Topping, fruit, unsweetened",91304080,"Sugars, Sweets"
09269,"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS","Pineapple, cooked or canned, in light syrup",63141140,Fruits
09270,"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS","Pineapple, cooked or canned, in heavy syrup",63141130,Fruits
09277,"PLANTAINS,RAW","Ripe plantain, raw",71905000,Vegetables
09278,"PLANTAINS,COOKED","Plantain, boiled, NS as to green or ripe",71900100,Vegetables
09278,"PLANTAINS,COOKED","Green plantains, boiled",71901010,Vegetables
09279,"PLUMS,RAW","Plum, raw",63143010,Fruits
09281,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS","Plum, cooked or canned, unsweetened, water pack",63143120,Fruits
09282,"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS","Plum, cooked or canned, juice pack",63143170,Fruits
09283,"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS","Plum, cooked or canned, in light syrup",63143140,Fruits
09284,"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS","Plum, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63143110,Fruits
09284,"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS","Plum, cooked or canned, in heavy syrup",63143130,Fruits
09286,"POMEGRANATES,RAW","Pomegranate, raw",63145010,Fruits
09291,"PLUMS,DRIED (PRUNES),UNCKD","Prune, dried, uncooked",62122100,Fruits
09292,"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR","Prune, dried, cooked, unsweetened",62122220,Fruits
09294,"PRUNE JUICE,CANNED","Prune juice, 100%",64132010,Fruits
09298,"RAISINS,SEEDLESS",Raisins,62125100,Fruits
09302,"RASPBERRIES,RAW","Raspberries, raw, NS as to color",63219000,Fruits
09302,"RASPBERRIES,RAW","Raspberries, black, raw",63219010,Fruits
09302,"RASPBERRIES,RAW","Raspberries, red, raw",63219020,Fruits
09302,"RASPBERRIES,RAW","Raspberries, frozen, unsweetened",63219610,Fruits
09304,"RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS","Raspberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63219110,Fruits
09304,"RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS","Raspberries, cooked or canned, in heavy syrup",63219130,Fruits
09306,"RASPBERRIES,FRZ,RED,SWTND","Raspberries, frozen, NS as to added sweetener",63219600,Fruits
09306,"RASPBERRIES,FRZ,RED,SWTND","Raspberries, frozen, with sugar",63219620,Fruits
09307,"RHUBARB,RAW","Rhubarb, raw",63147010,Fruits
09307,"RHUBARB,RAW","Rhubarb, cooked or canned, unsweetened",63147120,Fruits
09310,"RHUBARB,FRZ,CKD,W/SUGAR","Rhubarb, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63147110,Fruits
09310,"RHUBARB,FRZ,CKD,W/SUGAR","Rhubarb, cooked or canned, in heavy syrup",63147130,Fruits
09310,"RHUBARB,FRZ,CKD,W/SUGAR","Rhubarb, cooked or canned, drained solids",63147150,Fruits
09310,"RHUBARB,FRZ,CKD,W/SUGAR","Rhubarb, frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63147600,Fruits
09310,"RHUBARB,FRZ,CKD,W/SUGAR","Rhubarb, frozen, with sugar",63147620,Fruits
09316,"STRAWBERRIES,RAW","Berries, raw, NFS",63200100,Fruits
09316,"STRAWBERRIES,RAW","Strawberries, raw",63223020,Fruits
09317,"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS","Strawberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63223110,Fruits
09317,"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS","Strawberries, cooked or canned, in syrup",63223130,Fruits
09318,"STRAWBERRIES,FRZ,UNSWTND","Strawberries, frozen, unsweetened",63223610,Fruits
09320,"STRAWBERRIES,FRZ,SWTND,SLICED","Strawberries, frozen, NS as to added sweetener",63223600,Fruits
09320,"STRAWBERRIES,FRZ,SWTND,SLICED","Strawberries, frozen, with sugar",63223620,Fruits
09322,"TAMARINDS,RAW","Tamarind, raw",63148750,Fruits
09326,"WATERMELON,RAW","Watermelon, raw",63149010,Fruits
09326,"WATERMELON,RAW","Watermelon juice, 100%",64133100,Fruits
09328,"MARASCHINO CHERRIES,CND,DRND","Cherries, maraschino",63111010,Fruits
09340,"PEARS,ASIAN,RAW","Pear, Japanese, raw",63137050,Fruits
09351,"FRUIT COCKTAIL,CND,HVY SYRUP,DRND","Fruit cocktail, cooked or canned, drained solids",63311150,Fruits
09352,"BLUEBERRIES,CND,LT SYRUP,DRND","Blueberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",63203110,Fruits
09352,"BLUEBERRIES,CND,LT SYRUP,DRND","Blueberries, cooked or canned, in light syrup",63203125,Fruits
09354,"PINEAPPLE,CND,JUC PK,DRND","Pineapple, cooked or canned, drained solids",63141150,Fruits
09357,"APRICOTS,CND,HVY SYRUP,DRND","Apricot, cooked or canned, drained solids",63103150,Fruits
09367,"CHERRIES,SWT,CND,PITTED,HVY SYRUP,DRND","Cherries, sweet, cooked or canned, drained solids",63115150,Fruits
09370,"PEACHES,CND,HVY SYRUP,DRND","Peach, cooked or canned, drained solids",63135150,Fruits
09374,"PEARS,CND,HVY SYRUP,DRND","Pear, cooked or canned, drained solids",63137150,Fruits
09379,"PLUMS,CND,HVY SYRUP,DRND","Plum, cooked or canned, drained solids",63143150,Fruits
09383,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND","Orange, mandarin, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",61122300,Fruits
09383,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND","Orange, mandarin, canned or frozen, drained",61122350,Fruits
09409,"PINEAPPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C","Pineapple juice, 100%",64124020,Fruits
09426,CANDIED FRUIT,"Fruit peel, candied",91708000,"Sugars, Sweets"
09434,"GUANABANA NECTAR,CND","Soursop, nectar",64221010,Fruits
09436,"MANGO NECTAR,CND","Fruit nectar, NFS",64200100,Fruits
09436,"MANGO NECTAR,CND",Mango nectar,64204010,Fruits
09442,"POMEGRANATE JUC,BTLD","Pomegranate juice, 100%",64126000,Fruits
09442,"POMEGRANATE JUC,BTLD","Pomegranate juice beverage, 40-50% juice, light",92550380,Nonalcoholic beverages
09443,"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C","Fruit juice, NFS",64100100,Fruits
09443,"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C","Fruit juice blend, 100% juice",64100110,Fruits
