str,Resource
"Margarine, 80% fat, stick",http://idea.rpi.edu/heals/kb/usda#04628
"Margarine, margarine-type vegetable oil spread, 70% fat",http://idea.rpi.edu/heals/kb/usda#04629
"Margarine Spread, 40-49% fat, tub",http://idea.rpi.edu/heals/kb/usda#04630
"Margarine-like, vegetable oil spread, fat-free",http://idea.rpi.edu/heals/kb/usda#04631
"Margarine-like, vegetable oil spread, 20% fat",http://idea.rpi.edu/heals/kb/usda#04633
"Salad dressing, thousand island dressing, fat-free",http://idea.rpi.edu/heals/kb/usda#04635
"Salad dressing, italian dressing, fat-free",http://idea.rpi.edu/heals/kb/usda#04636
"Salad dressing, ranch dressing, fat-free",http://idea.rpi.edu/heals/kb/usda#04638
"Salad dressing, ranch dressing, regular",http://idea.rpi.edu/heals/kb/usda#04639
"Salad dressing, ranch dressing, reduced fat",http://idea.rpi.edu/heals/kb/usda#04640
"Salad dressing, mayonnaise, light",http://idea.rpi.edu/heals/kb/usda#04641
lite mayonnaise,http://idea.rpi.edu/heals/kb/usda#04641
"Oil, industrial, mid-oleic",http://idea.rpi.edu/heals/kb/usda#04642
NuSun,http://idea.rpi.edu/heals/kb/usda#04642
"Oil, industrial, canola with antifoaming agent",http://idea.rpi.edu/heals/kb/usda#04643
"Oil, industrial, canola for salads",http://idea.rpi.edu/heals/kb/usda#04644
"Oil, industrial, canola  oil for deep fat frying",http://idea.rpi.edu/heals/kb/usda#04645
"Oil, industrial, coconut",http://idea.rpi.edu/heals/kb/usda#04646
"Oil, industrial, soy ",http://idea.rpi.edu/heals/kb/usda#04648
"Shortening, industrial, soy ",http://idea.rpi.edu/heals/kb/usda#04649
"Oil, industrial, soy",http://idea.rpi.edu/heals/kb/usda#04650
"Oil, industrial, soy  and soy ",http://idea.rpi.edu/heals/kb/usda#04653
"Oil, industrial, soy   and cottonseed",http://idea.rpi.edu/heals/kb/usda#04654
"Margarine-like shortening, industrial, soy ",http://idea.rpi.edu/heals/kb/usda#04655
"Oil, industrial, palm kernel",http://idea.rpi.edu/heals/kb/usda#04656
"Oil, industrial, palm kernel ",http://idea.rpi.edu/heals/kb/usda#04657
"Oil, industrial, palm kernel  ",http://idea.rpi.edu/heals/kb/usda#04660
"Oil, industrial, coconut ",http://idea.rpi.edu/heals/kb/usda#04661
"Oil, industrial, palm and palm kernel",http://idea.rpi.edu/heals/kb/usda#04662
"Margarine, industrial, non-dairy",http://idea.rpi.edu/heals/kb/usda#04665
"Shortening, industrial, soy  and corn for frying",http://idea.rpi.edu/heals/kb/usda#04666
"Shortening, industrial, soy  for baking and confections",http://idea.rpi.edu/heals/kb/usda#04667
"Margarine, industrial, soy and partially hydrogenated soy oil",http://idea.rpi.edu/heals/kb/usda#04668
"Oil, vegetable, soybean",http://idea.rpi.edu/heals/kb/usda#04669
"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",http://idea.rpi.edu/heals/kb/usda#04673
"Margarine-like spread, SMART BALANCE Light Buttery Spread",http://idea.rpi.edu/heals/kb/usda#04674
"Margarine-like spread, SMART BEAT Super Light without saturated fat",http://idea.rpi.edu/heals/kb/usda#04675
"Margarine-like spread, SMART BEAT Smart Squeeze",http://idea.rpi.edu/heals/kb/usda#04676
"Margarine-like spread, SMART BALANCE Omega Plus Spread ",http://idea.rpi.edu/heals/kb/usda#04677
"Oil, vegetable, Natreon canola",http://idea.rpi.edu/heals/kb/usda#04678
trans free high stability low saturated fat non-hydrogenated canola oil,http://idea.rpi.edu/heals/kb/usda#04678
"Oil, PAM cooking spray, original",http://idea.rpi.edu/heals/kb/usda#04679
"Margarine, margarine-like vegetable oil spread, 67-70% fat",http://idea.rpi.edu/heals/kb/usda#04683
"Margarine, 80% fat, tub",http://idea.rpi.edu/heals/kb/usda#04684
"Oil, cooking and salad, ENOVA",http://idea.rpi.edu/heals/kb/usda#04685
"Salad dressing, honey mustard dressing, reduced calorie",http://idea.rpi.edu/heals/kb/usda#04686
"Margarine-like spread, BENECOL Light Spread",http://idea.rpi.edu/heals/kb/usda#04687
"Salad dressing, spray-style dressing, assorted flavors",http://idea.rpi.edu/heals/kb/usda#04688
"Salad Dressing, mayonnaise, light",http://idea.rpi.edu/heals/kb/usda#04689
"Margarine-like, vegetable oil spread, approximately 37% fat",http://idea.rpi.edu/heals/kb/usda#04690
"Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat",http://idea.rpi.edu/heals/kb/usda#04695
"Oil, industrial, canola",http://idea.rpi.edu/heals/kb/usda#04698
"Oil, industrial, cottonseed",http://idea.rpi.edu/heals/kb/usda#04702
"Salad dressing, honey mustard, regular",http://idea.rpi.edu/heals/kb/usda#04703
"Salad dressing, poppyseed, creamy",http://idea.rpi.edu/heals/kb/usda#04704
"Salad dressing, caesar, fat-free",http://idea.rpi.edu/heals/kb/usda#04705
"Dressing, honey mustard, fat-free",http://idea.rpi.edu/heals/kb/usda#04706
"Oil, flaxseed, contains added sliced flaxseed",http://idea.rpi.edu/heals/kb/usda#04707
"Mayonnaise, reduced fat, with olive oil",http://idea.rpi.edu/heals/kb/usda#04708
"Salad dressing, mayonnaise-type, light",http://idea.rpi.edu/heals/kb/usda#04709
"Chicken, broiler, rotisserie",http://idea.rpi.edu/heals/kb/usda#05000
"Chicken, broilers or fryers, meat and skin and giblets and neck",http://idea.rpi.edu/heals/kb/usda#05001
"Chicken, broilers or fryers, meat and skin",http://idea.rpi.edu/heals/kb/usda#05006
"Chicken, broilers or fryers, meat only",http://idea.rpi.edu/heals/kb/usda#05011
"Chicken, broilers or fryers, skin only",http://idea.rpi.edu/heals/kb/usda#05015
"Chicken, broilers or fryers, giblets",http://idea.rpi.edu/heals/kb/usda#05020
"Chicken, gizzard, all classes",http://idea.rpi.edu/heals/kb/usda#05023
"Chicken, heart, all classes",http://idea.rpi.edu/heals/kb/usda#05025
"Chicken, liver, all classes",http://idea.rpi.edu/heals/kb/usda#05027
"Chicken, broilers or fryers, light meat",http://idea.rpi.edu/heals/kb/usda#05029
"Chicken, broilers or fryers, dark meat",http://idea.rpi.edu/heals/kb/usda#05034
"Chicken, broilers or fryers, separable fat",http://idea.rpi.edu/heals/kb/usda#05047
"Chicken, broilers or fryers, back",http://idea.rpi.edu/heals/kb/usda#05048
"Chicken, broilers or fryers, breast",http://idea.rpi.edu/heals/kb/usda#05057
"Chicken, broiler or fryers, breast",http://idea.rpi.edu/heals/kb/usda#05062
"Chicken, broilers or fryers, drumstick",http://idea.rpi.edu/heals/kb/usda#05066
"Chicken, broilers or fryers, leg",http://idea.rpi.edu/heals/kb/usda#05075
"Chicken, broilers or fryers, neck",http://idea.rpi.edu/heals/kb/usda#05084
"Chicken, broilers or fryers, thigh",http://idea.rpi.edu/heals/kb/usda#05091
"Chicken, broilers or fryers, wing",http://idea.rpi.edu/heals/kb/usda#05100
"Chicken, roasting, meat and skin and giblets and neck",http://idea.rpi.edu/heals/kb/usda#05109
"Canada Goose, breast meat only, skinless",http://idea.rpi.edu/heals/kb/usda#05111
Canadian geese,http://idea.rpi.edu/heals/kb/usda#05111
"Chicken, roasting, meat and skin",http://idea.rpi.edu/heals/kb/usda#05112
"Chicken, roasting, meat only",http://idea.rpi.edu/heals/kb/usda#05113
"Chicken, roasting, giblets",http://idea.rpi.edu/heals/kb/usda#05115
"Chicken, roasting, light meat",http://idea.rpi.edu/heals/kb/usda#05117
"Chicken, roasting, dark meat",http://idea.rpi.edu/heals/kb/usda#05119
"Chicken, stewing, meat and skin",http://idea.rpi.edu/heals/kb/usda#05121
"Chicken, stewing, meat only",http://idea.rpi.edu/heals/kb/usda#05125
"Chicken, stewing, giblets",http://idea.rpi.edu/heals/kb/usda#05127
"Chicken, stewing, light meat",http://idea.rpi.edu/heals/kb/usda#05129
"Chicken, stewing, dark meat",http://idea.rpi.edu/heals/kb/usda#05131
"Chicken, capons, meat and skin and giblets and neck",http://idea.rpi.edu/heals/kb/usda#05133
"Chicken, capons, meat and skin",http://idea.rpi.edu/heals/kb/usda#05135
"Chicken, capons, giblets",http://idea.rpi.edu/heals/kb/usda#05137
"Duck, domesticated, meat and skin",http://idea.rpi.edu/heals/kb/usda#05139
"Duck, domesticated, meat only",http://idea.rpi.edu/heals/kb/usda#05141
"Duck, domesticated, liver",http://idea.rpi.edu/heals/kb/usda#05143
"Duck, wild, meat and skin",http://idea.rpi.edu/heals/kb/usda#05144
"Duck, wild, breast",http://idea.rpi.edu/heals/kb/usda#05145
"Goose, domesticated, meat and skin",http://idea.rpi.edu/heals/kb/usda#05146
"Goose, domesticated, meat only",http://idea.rpi.edu/heals/kb/usda#05148
"Goose, liver, raw",http://idea.rpi.edu/heals/kb/usda#05150
"Guinea hen, meat and skin, raw",http://idea.rpi.edu/heals/kb/usda#05151
"Guinea hen, meat only, raw",http://idea.rpi.edu/heals/kb/usda#05152
"Pheasant, raw, meat and skin",http://idea.rpi.edu/heals/kb/usda#05153
"Pheasant, raw, meat only",http://idea.rpi.edu/heals/kb/usda#05154
"Pheasant, breast, meat only",http://idea.rpi.edu/heals/kb/usda#05155
"Pheasant, leg, meat only",http://idea.rpi.edu/heals/kb/usda#05156
"Quail, meat and skin, raw",http://idea.rpi.edu/heals/kb/usda#05157
"Quail, meat only, raw",http://idea.rpi.edu/heals/kb/usda#05158
"Quail, breast, meat only",http://idea.rpi.edu/heals/kb/usda#05159
"Squab, , meat and skin",http://idea.rpi.edu/heals/kb/usda#05160
"Squab, , meat only",http://idea.rpi.edu/heals/kb/usda#05161
"Squab, , light meat without skin",http://idea.rpi.edu/heals/kb/usda#05162
"Turkey, whole, meat and skin",http://idea.rpi.edu/heals/kb/usda#05165
"Turkey, whole, meat only",http://idea.rpi.edu/heals/kb/usda#05167
"Turkey, whole, skin ",http://idea.rpi.edu/heals/kb/usda#05169
"Turkey, whole, giblets",http://idea.rpi.edu/heals/kb/usda#05171
"Turkey, gizzard, all classes",http://idea.rpi.edu/heals/kb/usda#05173
"Turkey, all classes, gizzard",http://idea.rpi.edu/heals/kb/usda#05174
"Turkey, all classes, heart",http://idea.rpi.edu/heals/kb/usda#05175
"Turkey, all classes, liver",http://idea.rpi.edu/heals/kb/usda#05177
"Turkey, whole, neck",http://idea.rpi.edu/heals/kb/usda#05179
"Turkey, whole, light meat",http://idea.rpi.edu/heals/kb/usda#05181
"Turkey, dark meat, meat and skin",http://idea.rpi.edu/heals/kb/usda#05183
"Turkey, whole, dark meat",http://idea.rpi.edu/heals/kb/usda#05184
"Turkey, all classes, light meat",http://idea.rpi.edu/heals/kb/usda#05186
"Turkey, all classes, back",http://idea.rpi.edu/heals/kb/usda#05190
"Turkey, all classes, breast",http://idea.rpi.edu/heals/kb/usda#05191
"Turkey, all classes, leg",http://idea.rpi.edu/heals/kb/usda#05193
"Turkey, all classes, wing",http://idea.rpi.edu/heals/kb/usda#05195
"Turkey, fryer-roasters, meat and skin",http://idea.rpi.edu/heals/kb/usda#05200
"Turkey, whole, back",http://idea.rpi.edu/heals/kb/usda#05215
"Turkey, whole, breast",http://idea.rpi.edu/heals/kb/usda#05219
"Turkey, whole, wing",http://idea.rpi.edu/heals/kb/usda#05227
"Turkey, young hen, skin only",http://idea.rpi.edu/heals/kb/usda#05236
"Chicken, canned, meat only",http://idea.rpi.edu/heals/kb/usda#05277
"Pate de foie gras, canned , smoked",http://idea.rpi.edu/heals/kb/usda#05282
"Turkey, canned, meat only",http://idea.rpi.edu/heals/kb/usda#05284
"Turkey, diced, light and dark meat",http://idea.rpi.edu/heals/kb/usda#05285
"Turkey and gravy, frozen",http://idea.rpi.edu/heals/kb/usda#05286
"Turkey breast, pre-basted, meat and skin",http://idea.rpi.edu/heals/kb/usda#05293
"Turkey thigh, pre-basted, meat and skin",http://idea.rpi.edu/heals/kb/usda#05294
"Turkey roast, boneless, frozen",http://idea.rpi.edu/heals/kb/usda#05295
"Turkey sticks, breaded, battered",http://idea.rpi.edu/heals/kb/usda#05300
"Poultry, mechanically deboned, from backs and necks with skin",http://idea.rpi.edu/heals/kb/usda#05301
"Poultry, mechanically deboned, from backs and necks without skin",http://idea.rpi.edu/heals/kb/usda#05302
"Poultry, mechanically deboned, from mature hens",http://idea.rpi.edu/heals/kb/usda#05303
"Turkey, mechanically deboned, from turkey frames",http://idea.rpi.edu/heals/kb/usda#05304
"Turkey, Ground, raw",http://idea.rpi.edu/heals/kb/usda#05305
"Turkey, Ground, cooked",http://idea.rpi.edu/heals/kb/usda#05306
"Chicken, cornish game hens, meat and skin",http://idea.rpi.edu/heals/kb/usda#05307
"Chicken, cornish game hens, meat only",http://idea.rpi.edu/heals/kb/usda#05309
"Chicken, canned, no broth",http://idea.rpi.edu/heals/kb/usda#05311
"Chicken, wing, frozen",http://idea.rpi.edu/heals/kb/usda#05312
"Duck, young duckling, domesticated",http://idea.rpi.edu/heals/kb/usda#05315
"Chicken patty, frozen, uncooked",http://idea.rpi.edu/heals/kb/usda#05323
"Chicken patty, frozen, cooked",http://idea.rpi.edu/heals/kb/usda#05324
"Chicken breast tenders, breaded, cooked",http://idea.rpi.edu/heals/kb/usda#05326
"Chicken breast tenders, breaded, uncooked",http://idea.rpi.edu/heals/kb/usda#05327
"Chicken, ground, raw",http://idea.rpi.edu/heals/kb/usda#05332
"Chicken, ground, crumbles",http://idea.rpi.edu/heals/kb/usda#05333
"Chicken, feet, boiled",http://idea.rpi.edu/heals/kb/usda#05335
"Chicken, broilers or fryers, rotisserie",http://idea.rpi.edu/heals/kb/usda#05341
"Chicken, broilers or fryers,  rotisserie",http://idea.rpi.edu/heals/kb/usda#05349
"Ruffed Grouse, breast meat, skinless",http://idea.rpi.edu/heals/kb/usda#05363
Ruffed grouse,http://idea.rpi.edu/heals/kb/usda#05363
"Emu, ground, raw",http://idea.rpi.edu/heals/kb/usda#05621
"Emu, ground, cooked",http://idea.rpi.edu/heals/kb/usda#05622
"Emu, fan fillet, raw",http://idea.rpi.edu/heals/kb/usda#05623
"Emu, fan fillet, cooked",http://idea.rpi.edu/heals/kb/usda#05624
"Emu, flat fillet, raw",http://idea.rpi.edu/heals/kb/usda#05625
"Emu, full rump, raw",http://idea.rpi.edu/heals/kb/usda#05626
"Emu, full rump, cooked",http://idea.rpi.edu/heals/kb/usda#05627
"Emu, inside drum, raw",http://idea.rpi.edu/heals/kb/usda#05628
"Emu, inside drums, cooked",http://idea.rpi.edu/heals/kb/usda#05629
"Emu, outside drum, raw",http://idea.rpi.edu/heals/kb/usda#05630
"Emu, oyster, raw",http://idea.rpi.edu/heals/kb/usda#05631
"Emu, top loin, cooked",http://idea.rpi.edu/heals/kb/usda#05632
"Ostrich, ground, raw",http://idea.rpi.edu/heals/kb/usda#05641
"Ostrich, ground, cooked",http://idea.rpi.edu/heals/kb/usda#05642
"Ostrich, fan, raw",http://idea.rpi.edu/heals/kb/usda#05643
"Ostrich, inside leg, raw",http://idea.rpi.edu/heals/kb/usda#05644
"Ostrich, inside leg, cooked",http://idea.rpi.edu/heals/kb/usda#05645
"Ostrich, inside strip, raw",http://idea.rpi.edu/heals/kb/usda#05646
"Ostrich, inside strip, cooked",http://idea.rpi.edu/heals/kb/usda#05647
"Ostrich, outside leg, raw",http://idea.rpi.edu/heals/kb/usda#05648
"Ostrich, outside strip, raw",http://idea.rpi.edu/heals/kb/usda#05649
"Ostrich, outside strip, cooked",http://idea.rpi.edu/heals/kb/usda#05650
"Ostrich, oyster, raw",http://idea.rpi.edu/heals/kb/usda#05651
"Ostrich, oyster, cooked",http://idea.rpi.edu/heals/kb/usda#05652
"Ostrich, round, raw",http://idea.rpi.edu/heals/kb/usda#05653
"Ostrich, tenderloin, raw",http://idea.rpi.edu/heals/kb/usda#05654
"Ostrich, tip trimmed, raw",http://idea.rpi.edu/heals/kb/usda#05655
"Ostrich, tip trimmed, cooked",http://idea.rpi.edu/heals/kb/usda#05656
"Ostrich, top loin, raw",http://idea.rpi.edu/heals/kb/usda#05657
"Ostrich, top loin, cooked",http://idea.rpi.edu/heals/kb/usda#05658
"Turkey, ground, fat free",http://idea.rpi.edu/heals/kb/usda#05662
"Turkey, ground, 93% lean",http://idea.rpi.edu/heals/kb/usda#05665
"Turkey, ground, 85% lean",http://idea.rpi.edu/heals/kb/usda#05668
"Chicken, skin , cooked",http://idea.rpi.edu/heals/kb/usda#05673
"Chicken, skin , raw",http://idea.rpi.edu/heals/kb/usda#05674
"Chicken, dark meat, drumstick",http://idea.rpi.edu/heals/kb/usda#05678
"Chicken, dark meat, thigh",http://idea.rpi.edu/heals/kb/usda#05681
"Chicken, skin , with added solution",http://idea.rpi.edu/heals/kb/usda#05684
"Turkey, dark meat from whole, meat only",http://idea.rpi.edu/heals/kb/usda#05694
"Turkey, dark meat, meat only",http://idea.rpi.edu/heals/kb/usda#05695
"Turkey from whole, light meat, meat only",http://idea.rpi.edu/heals/kb/usda#05696
"Turkey, skin from whole , with added solution",http://idea.rpi.edu/heals/kb/usda#05698
"Turkey, skin from whole, ",http://idea.rpi.edu/heals/kb/usda#05699
"Turkey, dark meat from whole, meat and skin",http://idea.rpi.edu/heals/kb/usda#05700
"Turkey from whole, light meat, meat and skin",http://idea.rpi.edu/heals/kb/usda#05702
"Turkey, retail parts, breast",http://idea.rpi.edu/heals/kb/usda#05708
"Turkey, retail parts, wing",http://idea.rpi.edu/heals/kb/usda#05712
"Turkey, skin, from retail parts",http://idea.rpi.edu/heals/kb/usda#05714
"Turkey, retail parts, drumstick",http://idea.rpi.edu/heals/kb/usda#05716
"Turkey, retail parts, thigh",http://idea.rpi.edu/heals/kb/usda#05717
"Turkey, breast, from whole bird",http://idea.rpi.edu/heals/kb/usda#05718
"Turkey, back, from whole bird",http://idea.rpi.edu/heals/kb/usda#05719
"Turkey, drumstick, from whole bird",http://idea.rpi.edu/heals/kb/usda#05724
"Turkey, thigh, from whole bird",http://idea.rpi.edu/heals/kb/usda#05726
"Turkey, wing, from whole bird",http://idea.rpi.edu/heals/kb/usda#05729
"Soup, cream of asparagus, canned",http://idea.rpi.edu/heals/kb/usda#06001
"Soup, black bean, canned",http://idea.rpi.edu/heals/kb/usda#06002
"Soup, bean with pork, canned",http://idea.rpi.edu/heals/kb/usda#06004
"Soup, bean with frankfurters, canned",http://idea.rpi.edu/heals/kb/usda#06006
"Soup, bean with ham, canned",http://idea.rpi.edu/heals/kb/usda#06007
"Soup, beef broth or bouillon canned, ready-to-serve",http://idea.rpi.edu/heals/kb/usda#06008
"Soup, beef noodle, canned",http://idea.rpi.edu/heals/kb/usda#06009
"Soup, cream of celery, canned",http://idea.rpi.edu/heals/kb/usda#06010
"Soup, cheese, canned",http://idea.rpi.edu/heals/kb/usda#06011
"Soup, chicken broth, canned",http://idea.rpi.edu/heals/kb/usda#06013
"Soup, chicken, canned",http://idea.rpi.edu/heals/kb/usda#06015
"Soup, cream of chicken, canned",http://idea.rpi.edu/heals/kb/usda#06016
"Soup, chicken gumbo, canned",http://idea.rpi.edu/heals/kb/usda#06017
"Soup, chunky chicken noodle, canned",http://idea.rpi.edu/heals/kb/usda#06018
"Soup, chicken noodle, canned",http://idea.rpi.edu/heals/kb/usda#06019
"Soup, chicken rice, canned",http://idea.rpi.edu/heals/kb/usda#06022
"Soup, chicken with rice, canned",http://idea.rpi.edu/heals/kb/usda#06023
"Soup, chicken and vegetable, canned",http://idea.rpi.edu/heals/kb/usda#06024
"Soup, chicken vegetable, canned",http://idea.rpi.edu/heals/kb/usda#06025
"Soup, chili beef, canned",http://idea.rpi.edu/heals/kb/usda#06026
"Soup, clam chowder, manhattan style",http://idea.rpi.edu/heals/kb/usda#06027
"Soup, clam chowder, manhattan",http://idea.rpi.edu/heals/kb/usda#06028
"Soup, clam chowder, new england",http://idea.rpi.edu/heals/kb/usda#06030
"Soup, beef broth bouillon and consomme, canned",http://idea.rpi.edu/heals/kb/usda#06032
"Soup, lentil with ham, canned",http://idea.rpi.edu/heals/kb/usda#06037
"Soup, minestrone, canned",http://idea.rpi.edu/heals/kb/usda#06039
"Soup, mushroom barley, canned",http://idea.rpi.edu/heals/kb/usda#06042
"Soup, cream of mushroom, canned",http://idea.rpi.edu/heals/kb/usda#06043
"Soup, mushroom with beef stock, canned",http://idea.rpi.edu/heals/kb/usda#06044
"Soup, onion, canned",http://idea.rpi.edu/heals/kb/usda#06045
"Soup, cream of onion, canned",http://idea.rpi.edu/heals/kb/usda#06046
"Soup, oyster stew, canned",http://idea.rpi.edu/heals/kb/usda#06048
"Soup, pea, green",http://idea.rpi.edu/heals/kb/usda#06049
"Soup, pea, split with ham",http://idea.rpi.edu/heals/kb/usda#06050
"Soup, cream of potato, canned",http://idea.rpi.edu/heals/kb/usda#06053
"Soup, cream of shrimp, canned",http://idea.rpi.edu/heals/kb/usda#06056
