str,Resource
New York Strip,http://idea.rpi.edu/heals/kb/usda#13910
"Beef, tenderloin, steak",http://idea.rpi.edu/heals/kb/usda#13917
Filet Mignon,http://idea.rpi.edu/heals/kb/usda#13917
Beef Medallions,http://idea.rpi.edu/heals/kb/usda#13917
"Beef, tenderloin, roast",http://idea.rpi.edu/heals/kb/usda#13919
Filet Mignon,http://idea.rpi.edu/heals/kb/usda#13919
Beef Medallions,http://idea.rpi.edu/heals/kb/usda#13919
"Beef, tenderloin, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#13926
Filet Mignon,http://idea.rpi.edu/heals/kb/usda#13926
Beef Medallions,http://idea.rpi.edu/heals/kb/usda#13926
"Beef, chuck, clod roast",http://idea.rpi.edu/heals/kb/usda#13937
URMIS #1947,http://idea.rpi.edu/heals/kb/usda#13937
"Beef, shoulder steak, boneless",http://idea.rpi.edu/heals/kb/usda#13943
URMIS #1133,http://idea.rpi.edu/heals/kb/usda#13943
"Beef, bottom sirloin, tri-tip roast",http://idea.rpi.edu/heals/kb/usda#13953
"Beef, chuck, mock tender steak",http://idea.rpi.edu/heals/kb/usda#13961
URMIS #1931,http://idea.rpi.edu/heals/kb/usda#13961
Mock Tender Steak,http://idea.rpi.edu/heals/kb/usda#13961
"Beef, chuck, top blade",http://idea.rpi.edu/heals/kb/usda#13965
URMIS #1959,http://idea.rpi.edu/heals/kb/usda#13965
Top Blade Roast,http://idea.rpi.edu/heals/kb/usda#13965
Boneless,http://idea.rpi.edu/heals/kb/usda#13965
"Beef, plate, inside skirt steak",http://idea.rpi.edu/heals/kb/usda#13977
Plate Skirt Steak,http://idea.rpi.edu/heals/kb/usda#13977
"Beef, plate, outside skirt steak",http://idea.rpi.edu/heals/kb/usda#13979
Plate Skirt Steak,http://idea.rpi.edu/heals/kb/usda#13979
"Beef, chuck, short ribs",http://idea.rpi.edu/heals/kb/usda#13980
Beef,http://idea.rpi.edu/heals/kb/usda#13980
Chuck,http://idea.rpi.edu/heals/kb/usda#13980
Short Ribs,http://idea.rpi.edu/heals/kb/usda#13980
URMIS #1127,http://idea.rpi.edu/heals/kb/usda#13980
"Beef, loin, bottom sirloin butt",http://idea.rpi.edu/heals/kb/usda#13985
"Fish, anchovy, european",http://idea.rpi.edu/heals/kb/usda#15001
"Fish, bass, fresh water",http://idea.rpi.edu/heals/kb/usda#15003
"Fish, bass, striped",http://idea.rpi.edu/heals/kb/usda#15004
"Fish, bluefish, raw",http://idea.rpi.edu/heals/kb/usda#15005
"Fish, burbot, raw",http://idea.rpi.edu/heals/kb/usda#15006
"Fish, butterfish, raw",http://idea.rpi.edu/heals/kb/usda#15007
"Fish, carp, raw",http://idea.rpi.edu/heals/kb/usda#15008
"Fish, carp, cooked",http://idea.rpi.edu/heals/kb/usda#15009
"Fish, catfish, channel",http://idea.rpi.edu/heals/kb/usda#15010
"Fish, caviar, black and red",http://idea.rpi.edu/heals/kb/usda#15012
"Fish, cisco, raw",http://idea.rpi.edu/heals/kb/usda#15013
"Fish, cisco, smoked",http://idea.rpi.edu/heals/kb/usda#15014
"Fish, cod, Atlantic",http://idea.rpi.edu/heals/kb/usda#15015
"Fish, cod, Pacific",http://idea.rpi.edu/heals/kb/usda#15019
"Fish, croaker, Atlantic",http://idea.rpi.edu/heals/kb/usda#15020
"Fish, cusk, raw",http://idea.rpi.edu/heals/kb/usda#15022
"Fish, mahimahi, raw",http://idea.rpi.edu/heals/kb/usda#15023
"Fish, drum, freshwater",http://idea.rpi.edu/heals/kb/usda#15024
"Fish, eel, mixed species",http://idea.rpi.edu/heals/kb/usda#15025
"Fish, fish sticks, frozen",http://idea.rpi.edu/heals/kb/usda#15027
"Fish, flatfish , raw",http://idea.rpi.edu/heals/kb/usda#15028
"Fish, flatfish , cooked",http://idea.rpi.edu/heals/kb/usda#15029
"Fish, gefiltefish, commercial",http://idea.rpi.edu/heals/kb/usda#15030
"Fish, grouper, mixed species",http://idea.rpi.edu/heals/kb/usda#15031
"Fish, haddock, raw",http://idea.rpi.edu/heals/kb/usda#15033
"Fish, haddock, cooked",http://idea.rpi.edu/heals/kb/usda#15034
"Fish, haddock, smoked",http://idea.rpi.edu/heals/kb/usda#15035
"Fish, halibut, Atlantic and Pacific",http://idea.rpi.edu/heals/kb/usda#15036
"Fish, halibut, Greenland",http://idea.rpi.edu/heals/kb/usda#15038
"Fish, herring, Atlantic",http://idea.rpi.edu/heals/kb/usda#15039
"Fish, herring, Pacific",http://idea.rpi.edu/heals/kb/usda#15043
"Fish, ling, raw",http://idea.rpi.edu/heals/kb/usda#15044
"Fish, lingcod, raw",http://idea.rpi.edu/heals/kb/usda#15045
"Fish, mackerel, Atlantic",http://idea.rpi.edu/heals/kb/usda#15046
"Fish, mackerel, jack",http://idea.rpi.edu/heals/kb/usda#15048
"Fish, mackerel, king",http://idea.rpi.edu/heals/kb/usda#15049
"Fish, mackerel, Pacific and jack",http://idea.rpi.edu/heals/kb/usda#15050
"Fish, mackerel, spanish",http://idea.rpi.edu/heals/kb/usda#15051
"Fish, milkfish, raw",http://idea.rpi.edu/heals/kb/usda#15053
"Fish, monkfish, raw",http://idea.rpi.edu/heals/kb/usda#15054
"Fish, mullet, striped",http://idea.rpi.edu/heals/kb/usda#15055
"Fish, ocean perch, Atlantic",http://idea.rpi.edu/heals/kb/usda#15057
"Fish, pout, ocean",http://idea.rpi.edu/heals/kb/usda#15059
"Fish, perch, mixed species",http://idea.rpi.edu/heals/kb/usda#15060
"Fish, pike, northern",http://idea.rpi.edu/heals/kb/usda#15062
"Fish, pike, walleye",http://idea.rpi.edu/heals/kb/usda#15064
"Fish, pollock, Atlantic",http://idea.rpi.edu/heals/kb/usda#15065
"Fish, pollock, Alaska",http://idea.rpi.edu/heals/kb/usda#15066
"Fish, pompano, florida",http://idea.rpi.edu/heals/kb/usda#15068
"Fish, rockfish, Pacific",http://idea.rpi.edu/heals/kb/usda#15070
"Fish, roe, mixed species",http://idea.rpi.edu/heals/kb/usda#15072
"Fish, roughy, orange",http://idea.rpi.edu/heals/kb/usda#15073
"Fish, sablefish, raw",http://idea.rpi.edu/heals/kb/usda#15074
"Fish, sablefish, smoked",http://idea.rpi.edu/heals/kb/usda#15075
"Fish, salmon, Atlantic",http://idea.rpi.edu/heals/kb/usda#15076
"Fish, salmon, chinook",http://idea.rpi.edu/heals/kb/usda#15077
"Fish, salmon, chum",http://idea.rpi.edu/heals/kb/usda#15079
"Fish, salmon, coho",http://idea.rpi.edu/heals/kb/usda#15081
"Fish, salmon, pink",http://idea.rpi.edu/heals/kb/usda#15083
"Fish, salmon, sockeye",http://idea.rpi.edu/heals/kb/usda#15085
"Fish, sardine, Atlantic",http://idea.rpi.edu/heals/kb/usda#15088
"Fish, sardine, Pacific",http://idea.rpi.edu/heals/kb/usda#15089
"Fish, scup, raw",http://idea.rpi.edu/heals/kb/usda#15090
"Fish, sea bass, mixed species",http://idea.rpi.edu/heals/kb/usda#15091
"Fish, seatrout, mixed species",http://idea.rpi.edu/heals/kb/usda#15093
"Fish, shad, american",http://idea.rpi.edu/heals/kb/usda#15094
"Fish, shark, mixed species",http://idea.rpi.edu/heals/kb/usda#15095
"Fish, sheepshead, raw",http://idea.rpi.edu/heals/kb/usda#15097
"Fish, sheepshead, cooked",http://idea.rpi.edu/heals/kb/usda#15098
"Fish, smelt, rainbow",http://idea.rpi.edu/heals/kb/usda#15099
"Fish, snapper, mixed species",http://idea.rpi.edu/heals/kb/usda#15101
"Fish, spot, raw",http://idea.rpi.edu/heals/kb/usda#15103
"Fish, sturgeon, mixed species",http://idea.rpi.edu/heals/kb/usda#15104
"Fish, sucker, white",http://idea.rpi.edu/heals/kb/usda#15107
"Fish, sunfish, pumpkin seed",http://idea.rpi.edu/heals/kb/usda#15108
"Fish, surimi",http://idea.rpi.edu/heals/kb/usda#15109
"Fish, swordfish, raw",http://idea.rpi.edu/heals/kb/usda#15110
"Fish, swordfish, cooked",http://idea.rpi.edu/heals/kb/usda#15111
"Fish, tilefish, raw",http://idea.rpi.edu/heals/kb/usda#15112
"Fish, tilefish, cooked",http://idea.rpi.edu/heals/kb/usda#15113
"Fish, trout, mixed species",http://idea.rpi.edu/heals/kb/usda#15114
"Fish, trout, rainbow",http://idea.rpi.edu/heals/kb/usda#15115
"Fish, tuna, fresh",http://idea.rpi.edu/heals/kb/usda#15117
"Fish, tuna, light",http://idea.rpi.edu/heals/kb/usda#15119
"Fish, tuna, white",http://idea.rpi.edu/heals/kb/usda#15124
"Fish, tuna salad",http://idea.rpi.edu/heals/kb/usda#15128
"Fish, turbot, european",http://idea.rpi.edu/heals/kb/usda#15129
"Fish, whitefish, mixed species",http://idea.rpi.edu/heals/kb/usda#15130
"Fish, whiting, mixed species",http://idea.rpi.edu/heals/kb/usda#15132
"Fish, wolffish, Atlantic",http://idea.rpi.edu/heals/kb/usda#15134
"Fish, yellowtail, mixed species",http://idea.rpi.edu/heals/kb/usda#15135
"Crustaceans, crab, alaska king",http://idea.rpi.edu/heals/kb/usda#15136
"Crustaceans, crab, blue",http://idea.rpi.edu/heals/kb/usda#15139
"Crustaceans, crab, dungeness",http://idea.rpi.edu/heals/kb/usda#15143
"Crustaceans, crab, queen",http://idea.rpi.edu/heals/kb/usda#15144
"Crustaceans, crayfish, mixed species",http://idea.rpi.edu/heals/kb/usda#15145
"Crustaceans, lobster, northern",http://idea.rpi.edu/heals/kb/usda#15147
"Crustaceans, shrimp, mixed species",http://idea.rpi.edu/heals/kb/usda#15149
"Crustaceans, spiny lobster, mixed species",http://idea.rpi.edu/heals/kb/usda#15154
"Mollusks, abalone, mixed species",http://idea.rpi.edu/heals/kb/usda#15155
"Mollusks, clam, mixed species",http://idea.rpi.edu/heals/kb/usda#15157
"Mollusks, cuttlefish, mixed species",http://idea.rpi.edu/heals/kb/usda#15163
"Mollusks, mussel, blue",http://idea.rpi.edu/heals/kb/usda#15164
"Mollusks, octopus, common",http://idea.rpi.edu/heals/kb/usda#15166
"Mollusks, oyster, eastern",http://idea.rpi.edu/heals/kb/usda#15167
"Mollusks, oyster, Pacific",http://idea.rpi.edu/heals/kb/usda#15171
"Mollusks, scallop, mixed species",http://idea.rpi.edu/heals/kb/usda#15172
"Mollusks, squid, mixed species",http://idea.rpi.edu/heals/kb/usda#15175
"Mollusks, whelk, unspecified",http://idea.rpi.edu/heals/kb/usda#15177
"Fish, bass, freshwater",http://idea.rpi.edu/heals/kb/usda#15187
"Fish, bluefish, cooked",http://idea.rpi.edu/heals/kb/usda#15189
"Fish, burbot, cooked",http://idea.rpi.edu/heals/kb/usda#15190
"Fish, butterfish, cooked",http://idea.rpi.edu/heals/kb/usda#15191
"Fish, cusk, cooked",http://idea.rpi.edu/heals/kb/usda#15193
"Fish, mahimahi, cooked",http://idea.rpi.edu/heals/kb/usda#15194
"Fish, halibut, greenland",http://idea.rpi.edu/heals/kb/usda#15196
"Fish, ling, cooked",http://idea.rpi.edu/heals/kb/usda#15198
"Fish, lingcod, cooked",http://idea.rpi.edu/heals/kb/usda#15199
"Fish, milkfish, cooked",http://idea.rpi.edu/heals/kb/usda#15202
"Fish, monkfish, cooked",http://idea.rpi.edu/heals/kb/usda#15203
"Fish, sablefish, cooked",http://idea.rpi.edu/heals/kb/usda#15208
"Fish, scup, cooked",http://idea.rpi.edu/heals/kb/usda#15213
"Fish, spot, cooked",http://idea.rpi.edu/heals/kb/usda#15216
"Fish, tuna, skipjack",http://idea.rpi.edu/heals/kb/usda#15220
"Fish, tuna, yellowfin",http://idea.rpi.edu/heals/kb/usda#15221
"Mollusks, conch, baked or broiled",http://idea.rpi.edu/heals/kb/usda#15250
"Salmon nuggets, breaded, frozen",http://idea.rpi.edu/heals/kb/usda#15251
"Salmon nuggets, cooked as purchased, unheated",http://idea.rpi.edu/heals/kb/usda#15252
"Salmon, sockeye, canned",http://idea.rpi.edu/heals/kb/usda#15253
"Fish, tilapia, raw",http://idea.rpi.edu/heals/kb/usda#15261
"Fish, tilapia, cooked",http://idea.rpi.edu/heals/kb/usda#15262
"Fish, Salmon, pink",http://idea.rpi.edu/heals/kb/usda#15265
"Crustaceans, shrimp, raw",http://idea.rpi.edu/heals/kb/usda#15270
"Crustaceans, shrimp, cooked",http://idea.rpi.edu/heals/kb/usda#15271
"Fish, trout, brook",http://idea.rpi.edu/heals/kb/usda#15274
"Beans, adzuki, mature seeds",http://idea.rpi.edu/heals/kb/usda#16001
"Yokan, prepared from adzuki beans and sugar",http://idea.rpi.edu/heals/kb/usda#16004
"Beans, baked, home prepared",http://idea.rpi.edu/heals/kb/usda#16005
"Beans, baked, canned",http://idea.rpi.edu/heals/kb/usda#16006
"Beans, black, mature seeds",http://idea.rpi.edu/heals/kb/usda#16014
"Beans, black turtle, mature seeds",http://idea.rpi.edu/heals/kb/usda#16016
"Beans, cranberry , mature seeds",http://idea.rpi.edu/heals/kb/usda#16019
"Beans, french, mature seeds",http://idea.rpi.edu/heals/kb/usda#16022
"Beans, great northern, mature seeds",http://idea.rpi.edu/heals/kb/usda#16024
"Beans, kidney, all types",http://idea.rpi.edu/heals/kb/usda#16027
"Beans, kidney, california red",http://idea.rpi.edu/heals/kb/usda#16030
"Beans, kidney, red",http://idea.rpi.edu/heals/kb/usda#16032
"Beans, kidney, royal red",http://idea.rpi.edu/heals/kb/usda#16035
"Beans, pink, mature seeds",http://idea.rpi.edu/heals/kb/usda#16040
"Beans, small white, mature seeds",http://idea.rpi.edu/heals/kb/usda#16045
"Beans, yellow, mature seeds",http://idea.rpi.edu/heals/kb/usda#16047
"Beans, white, mature seeds",http://idea.rpi.edu/heals/kb/usda#16049
"Broadbeans , mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16052
"Broadbeans , mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16053
"Broadbeans , mature seeds, canned",http://idea.rpi.edu/heals/kb/usda#16054
Carob flour,http://idea.rpi.edu/heals/kb/usda#16055
"Chickpeas , mature seeds",http://idea.rpi.edu/heals/kb/usda#16056
"Chili with beans, canned",http://idea.rpi.edu/heals/kb/usda#16059
"Cowpeas, catjang, mature seeds",http://idea.rpi.edu/heals/kb/usda#16060
"Cowpeas, common (blackeyes, crowder",http://idea.rpi.edu/heals/kb/usda#16062
"Hyacinth beans, mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16067
"Hyacinth beans, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16068
"Lentils, raw",http://idea.rpi.edu/heals/kb/usda#16069
"Lentils, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16070
"Lima beans, large, mature seeds",http://idea.rpi.edu/heals/kb/usda#16071
"Lima beans, thin seeded , mature seeds",http://idea.rpi.edu/heals/kb/usda#16074
"Lupins, mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16076
"Lupins, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16077
"Mothbeans, mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16078
mat bean,http://idea.rpi.edu/heals/kb/usda#16078
moth bean,http://idea.rpi.edu/heals/kb/usda#16078
"Mothbeans, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16079
mat bean,http://idea.rpi.edu/heals/kb/usda#16079
moth bean,http://idea.rpi.edu/heals/kb/usda#16079
"Mung beans, mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16080
"Mung beans, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16081
"Noodles, chinese, cellophane or long rice ",http://idea.rpi.edu/heals/kb/usda#16082
"Mungo beans, mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16083
"Mungo beans, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16084
"Peas, green, split",http://idea.rpi.edu/heals/kb/usda#16085
"Peas, split, mature seeds",http://idea.rpi.edu/heals/kb/usda#16086
"Peanuts, all types, raw",http://idea.rpi.edu/heals/kb/usda#16087
"Peanuts, all types, cooked",http://idea.rpi.edu/heals/kb/usda#16088
"Peanuts, all types, oil-roasted",http://idea.rpi.edu/heals/kb/usda#16089
"Peanuts, all types, dry-roasted",http://idea.rpi.edu/heals/kb/usda#16090
"Peanuts, spanish, raw",http://idea.rpi.edu/heals/kb/usda#16091
"Peanuts, spanish, oil-roasted",http://idea.rpi.edu/heals/kb/usda#16092
"Peanuts, valencia, raw",http://idea.rpi.edu/heals/kb/usda#16093
"Peanuts, valencia, oil-roasted",http://idea.rpi.edu/heals/kb/usda#16094
"Peanuts, virginia, raw",http://idea.rpi.edu/heals/kb/usda#16095
"Peanuts, virginia, oil-roasted",http://idea.rpi.edu/heals/kb/usda#16096
"Peanut butter, chunk style, with salt",http://idea.rpi.edu/heals/kb/usda#16097
"Peanut butter, smooth style, with salt ",http://idea.rpi.edu/heals/kb/usda#16098
"Peanut flour, defatted",http://idea.rpi.edu/heals/kb/usda#16099
"Peanut flour, low fat",http://idea.rpi.edu/heals/kb/usda#16100
"Pigeon peas , mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16101
"Pigeon peas , mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16102
"Refried beans, canned, traditional style",http://idea.rpi.edu/heals/kb/usda#16103
"Bacon, meatless",http://idea.rpi.edu/heals/kb/usda#16104
Meat extender,http://idea.rpi.edu/heals/kb/usda#16106
"Sausage, meatless",http://idea.rpi.edu/heals/kb/usda#16107
"Soybeans, mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16108
"Soybeans, mature cooked, boiled",http://idea.rpi.edu/heals/kb/usda#16109
"Soybeans, mature seeds, roasted",http://idea.rpi.edu/heals/kb/usda#16110
"Soybeans, mature seeds, dry roasted",http://idea.rpi.edu/heals/kb/usda#16111
Soy nuts,http://idea.rpi.edu/heals/kb/usda#16111
Miso,http://idea.rpi.edu/heals/kb/usda#16112
Natto,http://idea.rpi.edu/heals/kb/usda#16113
Tempeh,http://idea.rpi.edu/heals/kb/usda#16114
"Soy flour, full-fat, raw",http://idea.rpi.edu/heals/kb/usda#16115
"Soy flour, full-fat, roasted",http://idea.rpi.edu/heals/kb/usda#16116
"Soy flour, defatted",http://idea.rpi.edu/heals/kb/usda#16117
"Soy flour, low-fat",http://idea.rpi.edu/heals/kb/usda#16118
"Soy meal, defatted, raw",http://idea.rpi.edu/heals/kb/usda#16119
"Soymilk, original and vanilla, unfortified",http://idea.rpi.edu/heals/kb/usda#16120
"Soy protein concentrate, produced by alcohol extraction",http://idea.rpi.edu/heals/kb/usda#16121
Soy protein isolate,http://idea.rpi.edu/heals/kb/usda#16122
Soy sauce made from soy and wheat ,http://idea.rpi.edu/heals/kb/usda#16123
Soy sauce made from soy ,http://idea.rpi.edu/heals/kb/usda#16124
Soy sauce made from hydrolyzed vegetable protein,http://idea.rpi.edu/heals/kb/usda#16125
"Tofu, firm, prepared with calcium sulfate and magnesium chloride ",http://idea.rpi.edu/heals/kb/usda#16126
"Tofu, soft, prepared with calcium sulfate and magnesium chloride ",http://idea.rpi.edu/heals/kb/usda#16127
"Tofu, dried-frozen ",http://idea.rpi.edu/heals/kb/usda#16128
"Tofu, fried",http://idea.rpi.edu/heals/kb/usda#16129
Okara,http://idea.rpi.edu/heals/kb/usda#16130
"Tofu, salted and fermented ",http://idea.rpi.edu/heals/kb/usda#16132
"Yardlong beans, mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16133
"Yardlong beans, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16134
"Winged beans, mature seeds, raw",http://idea.rpi.edu/heals/kb/usda#16135
"Winged beans, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16136
"Hummus, home prepared",http://idea.rpi.edu/heals/kb/usda#16137
"Falafel, home-prepared",http://idea.rpi.edu/heals/kb/usda#16138
"Soymilk, original and vanilla, with added calcium",http://idea.rpi.edu/heals/kb/usda#16139
"Lentils, pink or red, raw",http://idea.rpi.edu/heals/kb/usda#16144
"Beans, pinto, canned",http://idea.rpi.edu/heals/kb/usda#16146
"Veggie burgers or soyburgers, unprepared",http://idea.rpi.edu/heals/kb/usda#16147
"Peanut spread, reduced sugar",http://idea.rpi.edu/heals/kb/usda#16149
"Peanut butter, smooth, reduced fat",http://idea.rpi.edu/heals/kb/usda#16150
"Peanut butter, smooth, vitamin and mineral fortified",http://idea.rpi.edu/heals/kb/usda#16155
"Peanut butter, chunky, vitamin and mineral fortified",http://idea.rpi.edu/heals/kb/usda#16156
Chickpea flour ,http://idea.rpi.edu/heals/kb/usda#16157
"Hummus, commercial",http://idea.rpi.edu/heals/kb/usda#16158
"Tofu, extra firm, prepared with nigari",http://idea.rpi.edu/heals/kb/usda#16159
"Tofu, hard, prepared with nigari",http://idea.rpi.edu/heals/kb/usda#16160
"Tofu, silken",http://idea.rpi.edu/heals/kb/usda#16161
"Soymilk, chocolate, unfortified",http://idea.rpi.edu/heals/kb/usda#16166
"Peanut Butter, smooth ",http://idea.rpi.edu/heals/kb/usda#16167
"Soymilk, chocolate, with added calcium",http://idea.rpi.edu/heals/kb/usda#16168
"Refried beans, canned, vegetarian",http://idea.rpi.edu/heals/kb/usda#16171
"Refried beans, canned, fat-free",http://idea.rpi.edu/heals/kb/usda#16172
Frijoles rojos volteados ,http://idea.rpi.edu/heals/kb/usda#16173
"Tempeh, cooked",http://idea.rpi.edu/heals/kb/usda#16174
"Vitasoy USA, Nasoya Lite Firm Tofu",http://idea.rpi.edu/heals/kb/usda#16210
"Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu",http://idea.rpi.edu/heals/kb/usda#16211
"Vitasoy USA, Organic Nasoya Extra Firm Tofu",http://idea.rpi.edu/heals/kb/usda#16212
"Vitasoy USA, Organic Nasoya Firm Tofu",http://idea.rpi.edu/heals/kb/usda#16213
"Vitasoy USA, Organic Nasoya Silken Tofu",http://idea.rpi.edu/heals/kb/usda#16214
"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",http://idea.rpi.edu/heals/kb/usda#16215
"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",http://idea.rpi.edu/heals/kb/usda#16216
"Vitasoy USA, Vitasoy Light Vanilla Soymilk",http://idea.rpi.edu/heals/kb/usda#16219
"Soymilk , unsweetened, with added calcium",http://idea.rpi.edu/heals/kb/usda#16222
"Soymilk , enhanced",http://idea.rpi.edu/heals/kb/usda#16223
"Soymilk, original and vanilla, light",http://idea.rpi.edu/heals/kb/usda#16225
"Soymilk, chocolate and other flavors, light",http://idea.rpi.edu/heals/kb/usda#16227
"Soymilk , lowfat, with added calcium",http://idea.rpi.edu/heals/kb/usda#16229
"Soymilk , nonfat, with added calcium",http://idea.rpi.edu/heals/kb/usda#16230
"Soymilk, chocolate, nonfat",http://idea.rpi.edu/heals/kb/usda#16231
"SILK Plain, soymilk",http://idea.rpi.edu/heals/kb/usda#16235
"SILK Vanilla, soymilk",http://idea.rpi.edu/heals/kb/usda#16236
"SILK Chocolate, soymilk",http://idea.rpi.edu/heals/kb/usda#16237
"SILK Light Plain, soymilk",http://idea.rpi.edu/heals/kb/usda#16238
"SILK Light Vanilla, soymilk",http://idea.rpi.edu/heals/kb/usda#16239
"SILK Light Chocolate, soymilk",http://idea.rpi.edu/heals/kb/usda#16240
"SILK Plus Omega-3 DHA, soymilk",http://idea.rpi.edu/heals/kb/usda#16241
"SILK Plus for Bone Health, soymilk",http://idea.rpi.edu/heals/kb/usda#16242
"SILK Plus Fiber, soymilk",http://idea.rpi.edu/heals/kb/usda#16243
"SILK Unsweetened, soymilk",http://idea.rpi.edu/heals/kb/usda#16244
"SILK Very Vanilla, soymilk",http://idea.rpi.edu/heals/kb/usda#16245
"SILK Nog, soymilk",http://idea.rpi.edu/heals/kb/usda#16246
"SILK Chai, soymilk",http://idea.rpi.edu/heals/kb/usda#16247
"SILK Mocha, soymilk",http://idea.rpi.edu/heals/kb/usda#16248
"SILK Coffee, soymilk",http://idea.rpi.edu/heals/kb/usda#16249
SILK Vanilla soy yogurt ,http://idea.rpi.edu/heals/kb/usda#16250
SILK Plain soy yogurt,http://idea.rpi.edu/heals/kb/usda#16252
SILK Strawberry soy yogurt,http://idea.rpi.edu/heals/kb/usda#16253
SILK Raspberry soy yogurt,http://idea.rpi.edu/heals/kb/usda#16254
SILK Peach soy yogurt,http://idea.rpi.edu/heals/kb/usda#16255
SILK Black Cherry soy yogurt,http://idea.rpi.edu/heals/kb/usda#16256
SILK Blueberry soy yogurt,http://idea.rpi.edu/heals/kb/usda#16257
SILK Key Lime soy yogurt,http://idea.rpi.edu/heals/kb/usda#16258
SILK Banana-Strawberry soy yogurt,http://idea.rpi.edu/heals/kb/usda#16259
SILK Original Creamer,http://idea.rpi.edu/heals/kb/usda#16260
SILK French Vanilla Creamer,http://idea.rpi.edu/heals/kb/usda#16261
SILK Hazelnut Creamer,http://idea.rpi.edu/heals/kb/usda#16262
"Vitasoy USA Organic Nasoya, Soft Tofu",http://idea.rpi.edu/heals/kb/usda#16271
"Vitasoy USA Nasoya, Lite Silken Tofu",http://idea.rpi.edu/heals/kb/usda#16272
"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",http://idea.rpi.edu/heals/kb/usda#16273
"Vitasoy USA Organic Nasoya, Tofu Plus Firm",http://idea.rpi.edu/heals/kb/usda#16274
"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",http://idea.rpi.edu/heals/kb/usda#16275
"Vitasoy USA Azumaya, Extra Firm Tofu",http://idea.rpi.edu/heals/kb/usda#16276
"Vitasoy USA Azumaya, Firm Tofu",http://idea.rpi.edu/heals/kb/usda#16277
"Vitasoy USA Azumaya, Silken Tofu",http://idea.rpi.edu/heals/kb/usda#16278
HOUSE FOODS Premium Soft Tofu,http://idea.rpi.edu/heals/kb/usda#16279
HOUSE FOODS Premium Firm Tofu,http://idea.rpi.edu/heals/kb/usda#16281
"Beans, adzuki, mature seed",http://idea.rpi.edu/heals/kb/usda#16302
"Peanut butter, chunk style, without salt",http://idea.rpi.edu/heals/kb/usda#16397
"Peanut butter, smooth style, without salt",http://idea.rpi.edu/heals/kb/usda#16398
"Peanut butter with omega-3, creamy",http://idea.rpi.edu/heals/kb/usda#16399
"Refried beans, canned, traditional",http://idea.rpi.edu/heals/kb/usda#16403
"Soybeans, mature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#16409
"Soy protein concentrate, produced by acid wash",http://idea.rpi.edu/heals/kb/usda#16420
"Soy protein isolate, potassium type",http://idea.rpi.edu/heals/kb/usda#16422
"Soy sauce made from soy and wheat , low sodium",http://idea.rpi.edu/heals/kb/usda#16424
"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",http://idea.rpi.edu/heals/kb/usda#16425
"Tofu, raw, firm",http://idea.rpi.edu/heals/kb/usda#16426
"Tofu, raw, regular",http://idea.rpi.edu/heals/kb/usda#16427
"Tofu, dried-frozen , prepared with calcium sulfate",http://idea.rpi.edu/heals/kb/usda#16428
"Tofu, fried, prepared with calcium sulfate",http://idea.rpi.edu/heals/kb/usda#16429
"Tofu, salted and fermented , prepared with calcium sulfate",http://idea.rpi.edu/heals/kb/usda#16432
"Veal, Australian, rib",http://idea.rpi.edu/heals/kb/usda#17000
"Lamb, composite of trimmed retail cuts, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17001
"Lamb, composite of trimmed retail cuts, separable lean only",http://idea.rpi.edu/heals/kb/usda#17003
"Lamb, composite of trimmed retail cuts, separable fat",http://idea.rpi.edu/heals/kb/usda#17005
"Lamb, foreshank, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#17007
"Lamb, foreshank, separable lean only",http://idea.rpi.edu/heals/kb/usda#17009
"Lamb, leg, whole ",http://idea.rpi.edu/heals/kb/usda#17011
"Lamb, leg, shank half",http://idea.rpi.edu/heals/kb/usda#17015
