,food_id,food_name,food_group,food_subgroup,source_name,nutri_score,nutri_score_category,hasQuality
918,867,Stuffing,Baking goods,Baking goods,Proteins,21,E,"['high_sodium', 'high_iron', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
919,868,Edible shell,Baking goods,Wrappers,Proteins,21,E,"['high_phosphorus', 'high_vitaminB5', 'high_vitaminB11']"
920,869,Fudge,Confectioneries,Candies,Proteins,23,E,['high_vitaminB5']
921,870,Candy bar,Confectioneries,Candies,Proteins,19,E,"['high_vitaminEGamma', 'high_vitaminB5']"
922,871,Condensed milk,Milk and milk products,Other milk products,Proteins,-3,A,"['high_calcium', 'high_phosphorus', 'high_vitaminB5']"
923,872,Margarine,Fats and oils,Vegetable fats,Proteins,8,C,"['high_sodium', 'high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminK1', 'high_vitaminB5']"
924,873,Margarine-like spread,Fats and oils,Vegetable fats,Proteins,3,C,"['high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB5']"
925,874,Hummus,Dishes,Levantine cuisine,Proteins,8,C,['high_vitaminB5']
926,876,Potato puffs,Dishes,Potato dishes,Proteins,17,D,['high_vitaminB5']
927,877,Potato gratin,Dishes,Potato dishes,Proteins,6,C,['high_vitaminB5']
928,878,Milk substitute,Baking goods,Substitutes,Proteins,-1,A,[]
1126,277,Spirit,Beverages,Distilled beverages,Carbohydrate,0,B,[]
1127,279,Other alcoholic beverage,Beverages,Alcoholic beverages,Carbohydrate,0,B,[]
1347,650,Madeira wine,Beverages,Fortified wines,Carbohydrate,0,B,[]
1376,685,Water,Beverages,Waters,Carbohydrate,0,A,"['high_vitaminB5', 'high_vitaminB6']"
1479,809,Soy cream,Soy,Soy products,Carbohydrate,0,B,[]
1481,811,Molasses,Baking goods,Baking goods,Carbohydrate,0,B,"['high_potassium', 'high_iron', 'high_vitaminB5', 'high_vitaminB6']"
1565,29,Rape,Vegetables,Root vegetables,Fatty acids,0,B,['high_vitaminEAlpha']
1857,431,Spotted seal,Aquatic foods,Pinnipeds,Fatty acids,0,B,['high_vitaminEAlpha']
1985,574,Atlantic menhaden,Aquatic foods,Fishes,Fatty acids,0,B,[]
2015,605,Oil palm,Herbs and Spices,Oilseed crops,Fatty acids,0,B,['high_vitaminEAlpha']
2029,620,Thistle,Vegetables,Root vegetables,Fatty acids,0,B,['high_vitaminEAlpha']
2088,703,Lard,Fats and oils,Animal fats,Fatty acids,0,B,['high_vitaminD3']
2090,706,Cocoa butter,Cocoa and cocoa products,Cocoa products,Fatty acids,0,B,['high_vitaminK1']
2175,797,Canola,Herbs and spices,Oilseed crops,Fatty acids,0,B,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminK1']"
2176,798,Babassu palm,Herbs and Spices,Oilseed crops,Fatty acids,0,B,['high_vitaminEAlpha']
2177,799,Cupuaçu,Herbs and Spices,Oilseed crops,Fatty acids,0,B,[]
2178,800,Shea tree,Herbs and Spices,Oilseed crops,Fatty acids,0,B,[]
2179,801,Oil-seed Camellia,Herbs and Spices,Oilseed crops,Fatty acids,0,B,[]
2186,808,Shortening,Fats and oils,Vegetable fats,Fatty acids,0,B,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminK1', 'high_vitaminB5']"
2230,857,Dripping,Fats and oils,Animal fats,Fatty acids,6,C,['high_vitaminD3']
7923,639,Vodka,Beverages,Distilled beverages,Energy,0,B,[]
7926,642,Gin,Beverages,Distilled beverages,Energy,0,B,[]
7930,646,Rum,Beverages,Distilled beverages,Energy,0,B,[]
8145,666,Salt,Baking goods,Seasonings,Ash,10,C,['high_sodium']
8184,891,Coffee and coffee products,Coffee and coffee products,Coffee and coffee products,Ash,0,B,[]
8220,888,Cereals and cereal products,Cereals and cereal products,Cereals and cereal products,Ash,0,B,[]
8272,334,Chicken,Animal foods,Poultry,Ash,-3,A,"['high_iron', 'high_vitaminK1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB8']"
8296,505,Turkey,Animal foods,Poultry,Ash,4,C,"['high_sodium', 'high_vitaminB5', 'high_vitaminB8']"
8390,483,"Sheep (Mutton, Lamb)",Animal foods,Ovis,Ash,-5,A,"['high_vitaminB3', 'high_vitaminB8']"
8599,896,Fishes,Aquatic foods,Fishes,Ash,0,B,[]
8898,438,Pheasant,Animal foods,Poultry,Ash,0,B,[]
8905,491,Squab,Animal foods,Poultry,Ash,0,B,[]
8908,378,Guinea hen,Animal foods,Poultry,Ash,0,B,[]
8913,430,Ostrich,Animal foods,Poultry,Ash,0,B,[]
8935,303,Bison,Animal foods,Bovines,Ash,0,B,[]
8996,884,Alcoholic beverages,Beverages,Alcoholic beverages,Ash,0,B,[]
9005,939,Black tea,Teas,Teas,Fat,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9006,940,Green tea,Teas,Teas,Fat,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9011,1021,Herbal tea,Teas,Teas,Carbohydrate,-9,A,"['high_phosphorus', 'high_vitaminB3', 'high_vitaminB5']"
9029,957,Red tea,Teas,Teas,Fat,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9041,60,Robusta coffee,Coffee and coffee products,Coffee,Proteins,8,C,"['high_potassium', 'high_vitaminB3', 'high_vitaminB5']"
9066,1019,White bread,Cereals and cereal products,Cereals,Proteins,14,D,"['high_vitaminB5', 'high_vitaminB8']"
9097,985,Sour cream,Milk and milk products,Other milk products,Proteins,0,B,[]
